gemeente;nis_code;postcode;mdc;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00  Restgroep;Chirurgisch;7
Aartselaar;11001.0;2630.0;01  Zenuwstelsel;Medisch;161
Aartselaar;11001.0;2630.0;01  Zenuwstelsel;Chirurgisch;30
Aartselaar;11001.0;2630.0;02  Oogaandoeningen;Medisch;6
Aartselaar;11001.0;2630.0;02  Oogaandoeningen;Chirurgisch;21
Aartselaar;11001.0;2630.0;03  Neus, keel en oren;Medisch;45
Aartselaar;11001.0;2630.0;03  Neus, keel en oren;Chirurgisch;41
Aartselaar;11001.0;2630.0;04  Ademhalingsstelsel;Medisch;172
Aartselaar;11001.0;2630.0;04  Ademhalingsstelsel;Chirurgisch;13
Aartselaar;11001.0;2630.0;05  Hart en vaatstelsel;Medisch;171
Aartselaar;11001.0;2630.0;05  Hart en vaatstelsel;Chirurgisch;131
Aartselaar;11001.0;2630.0;06  Spijsverteringsstelsel;Medisch;122
Aartselaar;11001.0;2630.0;06  Spijsverteringsstelsel;Chirurgisch;98
Aartselaar;11001.0;2630.0;07  Lever, gal en pancreas;Medisch;46
Aartselaar;11001.0;2630.0;07  Lever, gal en pancreas;Chirurgisch;37
Aartselaar;11001.0;2630.0;08  Bewegingsstelsel en bindweefsel;Medisch;80
Aartselaar;11001.0;2630.0;08  Bewegingsstelsel en bindweefsel;Chirurgisch;267
Aartselaar;11001.0;2630.0;09  Huid, subcutis, borstklier;Medisch;29
Aartselaar;11001.0;2630.0;09  Huid, subcutis, borstklier;Chirurgisch;46
Aartselaar;11001.0;2630.0;10  Endocriene, voedings- en stofwisselingsziekten;Medisch;41
Aartselaar;11001.0;2630.0;10  Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;21
Aartselaar;11001.0;2630.0;11  Nieren en urinewegen;Medisch;52
Aartselaar;11001.0;2630.0;11  Nieren en urinewegen;Chirurgisch;55
Aartselaar;11001.0;2630.0;12  Mannelijke geslachtsorganen;Medisch;10
Aartselaar;11001.0;2630.0;12  Mannelijke geslachtsorganen;Chirurgisch;30
Aartselaar;11001.0;2630.0;13  Vrouwelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;13  Vrouwelijke geslachtsorganen;Chirurgisch;60
Aartselaar;11001.0;2630.0;14  Zwangerschap en bevalling;Medisch;121
Aartselaar;11001.0;2630.0;14  Zwangerschap en bevalling;Chirurgisch;34
Aartselaar;11001.0;2630.0;15  Neonati, perinatale aandoeningen;Medisch;14
Aartselaar;11001.0;2630.0;15  Neonati, perinatale aandoeningen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;16  Bloed en bloedvormende organen;Medisch;25
Aartselaar;11001.0;2630.0;16  Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17  Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;81
Aartselaar;11001.0;2630.0;17  Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18  Infectie en parasitaire ziekten;Medisch;35
Aartselaar;11001.0;2630.0;18  Infectie en parasitaire ziekten;Chirurgisch;7
Aartselaar;11001.0;2630.0;19  Psychische stoornissen;Medisch;21
Aartselaar;11001.0;2630.0;20  Alcohol en druggebruik;Medisch;5
Aartselaar;11001.0;2630.0;21  Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;22
Aartselaar;11001.0;2630.0;21  Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;5
Aartselaar;11001.0;2630.0;22  Brandwonden;Medisch;< 5
Aartselaar;11001.0;2630.0;23  Factoren die de gezondheid beïnvloeden;Medisch;80
Aartselaar;11001.0;2630.0;23  Factoren die de gezondheid beïnvloeden;Chirurgisch;10
Aartselaar;11001.0;2630.0;24  HIV infecties;Medisch;< 5
Aartselaar;11001.0;2630.0;25  Multipele traumata;Medisch;< 5
Antwerpen;11002.0;2000.0;00  Restgroep;Andere;6
Antwerpen;11002.0;2000.0;00  Restgroep;Chirurgisch;221
Antwerpen;11002.0;2000.0;01  Zenuwstelsel;Medisch;5.612
Antwerpen;11002.0;2000.0;01  Zenuwstelsel;Chirurgisch;704
Antwerpen;11002.0;2000.0;02  Oogaandoeningen;Medisch;171
Antwerpen;11002.0;2000.0;02  Oogaandoeningen;Chirurgisch;842
Antwerpen;11002.0;2000.0;03  Neus, keel en oren;Medisch;1.840
Antwerpen;11002.0;2000.0;03  Neus, keel en oren;Chirurgisch;1.870
Antwerpen;11002.0;2000.0;04  Ademhalingsstelsel;Medisch;6.252
Antwerpen;11002.0;2000.0;04  Ademhalingsstelsel;Chirurgisch;467
Antwerpen;11002.0;2000.0;05  Hart en vaatstelsel;Medisch;5.576
Antwerpen;11002.0;2000.0;05  Hart en vaatstelsel;Chirurgisch;3.591
Antwerpen;11002.0;2000.0;06  Spijsverteringsstelsel;Medisch;5.084
Antwerpen;11002.0;2000.0;06  Spijsverteringsstelsel;Chirurgisch;3.231
Antwerpen;11002.0;2000.0;07  Lever, gal en pancreas;Medisch;1.343
Antwerpen;11002.0;2000.0;07  Lever, gal en pancreas;Chirurgisch;1.052
Antwerpen;11002.0;2000.0;08  Bewegingsstelsel en bindweefsel;Medisch;3.087
Antwerpen;11002.0;2000.0;08  Bewegingsstelsel en bindweefsel;Chirurgisch;8.774
Antwerpen;11002.0;2000.0;09  Huid, subcutis, borstklier;Medisch;1.400
Antwerpen;11002.0;2000.0;09  Huid, subcutis, borstklier;Chirurgisch;1.615
Antwerpen;11002.0;2000.0;10  Endocriene, voedings- en stofwisselingsziekten;Medisch;1.740
Antwerpen;11002.0;2000.0;10  Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;810
Antwerpen;11002.0;2000.0;11  Nieren en urinewegen;Medisch;2.172
Antwerpen;11002.0;2000.0;11  Nieren en urinewegen;Chirurgisch;1.407
Antwerpen;11002.0;2000.0;12  Mannelijke geslachtsorganen;Medisch;286
Antwerpen;11002.0;2000.0;12  Mannelijke geslachtsorganen;Chirurgisch;827
Antwerpen;11002.0;2000.0;13  Vrouwelijke geslachtsorganen;Medisch;164
Antwerpen;11002.0;2000.0;13  Vrouwelijke geslachtsorganen;Chirurgisch;1.701
Antwerpen;11002.0;2000.0;14  Zwangerschap en bevalling;Medisch;6.748
Antwerpen;11002.0;2000.0;14  Zwangerschap en bevalling;Chirurgisch;1.533
Antwerpen;11002.0;2000.0;15  Neonati, perinatale aandoeningen;Medisch;619
Antwerpen;11002.0;2000.0;15  Neonati, perinatale aandoeningen;Chirurgisch;43
Antwerpen;11002.0;2000.0;16  Bloed en bloedvormende organen;Medisch;785
Antwerpen;11002.0;2000.0;16  Bloed en bloedvormende organen;Chirurgisch;97
Antwerpen;11002.0;2000.0;17  Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.808
Antwerpen;11002.0;2000.0;17  Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;178
Antwerpen;11002.0;2000.0;18  Infectie en parasitaire ziekten;Medisch;1.069
Antwerpen;11002.0;2000.0;18  Infectie en parasitaire ziekten;Chirurgisch;121
Antwerpen;11002.0;2000.0;19  Psychische stoornissen;Medisch;1.048
Antwerpen;11002.0;2000.0;19  Psychische stoornissen;Chirurgisch;41
Antwerpen;11002.0;2000.0;20  Alcohol en druggebruik;Medisch;501
Antwerpen;11002.0;2000.0;20  Alcohol en druggebruik;Chirurgisch;6
Antwerpen;11002.0;2000.0;21  Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;864
Antwerpen;11002.0;2000.0;21  Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;355
Antwerpen;11002.0;2000.0;22  Brandwonden;Medisch;75
Antwerpen;11002.0;2000.0;22  Brandwonden;Chirurgisch;56
Antwerpen;11002.0;2000.0;23  Factoren die de gezondheid beïnvloeden;Andere;6
Antwerpen;11002.0;2000.0;23  Factoren die de gezondheid beïnvloeden;Medisch;3.549
Antwerpen;11002.0;2000.0;23  Factoren die de gezondheid beïnvloeden;Chirurgisch;286
Antwerpen;11002.0;2000.0;24  HIV infecties;Medisch;102
Antwerpen;11002.0;2000.0;24  HIV infecties;Chirurgisch;17
Antwerpen;11002.0;2000.0;25  Multipele traumata;Medisch;37
Antwerpen;11002.0;2000.0;25  Multipele traumata;Chirurgisch;47
Boechout;11004.0;2530.0;00  Restgroep;Chirurgisch;< 5
Boechout;11004.0;2530.0;01  Zenuwstelsel;Medisch;120
Boechout;11004.0;2530.0;01  Zenuwstelsel;Chirurgisch;29
Boechout;11004.0;2530.0;02  Oogaandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;02  Oogaandoeningen;Chirurgisch;20
Boechout;11004.0;2530.0;03  Neus, keel en oren;Medisch;42
Boechout;11004.0;2530.0;03  Neus, keel en oren;Chirurgisch;40
Boechout;11004.0;2530.0;04  Ademhalingsstelsel;Medisch;130
Boechout;11004.0;2530.0;04  Ademhalingsstelsel;Chirurgisch;5
Boechout;11004.0;2530.0;05  Hart en vaatstelsel;Medisch;125
Boechout;11004.0;2530.0;05  Hart en vaatstelsel;Chirurgisch;69
Boechout;11004.0;2530.0;06  Spijsverteringsstelsel;Medisch;97
Boechout;11004.0;2530.0;06  Spijsverteringsstelsel;Chirurgisch;83
Boechout;11004.0;2530.0;07  Lever, gal en pancreas;Medisch;18
Boechout;11004.0;2530.0;07  Lever, gal en pancreas;Chirurgisch;21
Boechout;11004.0;2530.0;08  Bewegingsstelsel en bindweefsel;Medisch;77
Boechout;11004.0;2530.0;08  Bewegingsstelsel en bindweefsel;Chirurgisch;199
Boechout;11004.0;2530.0;09  Huid, subcutis, borstklier;Medisch;31
Boechout;11004.0;2530.0;09  Huid, subcutis, borstklier;Chirurgisch;44
Boechout;11004.0;2530.0;10  Endocriene, voedings- en stofwisselingsziekten;Medisch;44
Boechout;11004.0;2530.0;10  Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;14
Boechout;11004.0;2530.0;11  Nieren en urinewegen;Medisch;39
Boechout;11004.0;2530.0;11  Nieren en urinewegen;Chirurgisch;32
Boechout;11004.0;2530.0;12  Mannelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;12  Mannelijke geslachtsorganen;Chirurgisch;23
Boechout;11004.0;2530.0;13  Vrouwelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;13  Vrouwelijke geslachtsorganen;Chirurgisch;56
Boechout;11004.0;2530.0;14  Zwangerschap en bevalling;Medisch;87
Boechout;11004.0;2530.0;14  Zwangerschap en bevalling;Chirurgisch;35
Boechout;11004.0;2530.0;15  Neonati, perinatale aandoeningen;Medisch;7
Boechout;11004.0;2530.0;16  Bloed en bloedvormende organen;Medisch;30
Boechout;11004.0;2530.0;16  Bloed en bloedvormende organen;Chirurgisch;< 5
Boechout;11004.0;2530.0;17  Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;56
Boechout;11004.0;2530.0;17  Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Boechout;11004.0;2530.0;18  Infectie en parasitaire ziekten;Medisch;20
Boechout;11004.0;2530.0;18  Infectie en parasitaire ziekten;Chirurgisch;5
Boechout;11004.0;2530.0;19  Psychische stoornissen;Medisch;18
Boechout;11004.0;2530.0;20  Alcohol en druggebruik;Medisch;13
Boechout;11004.0;2530.0;21  Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;15
Boechout;11004.0;2530.0;21  Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Boechout;11004.0;2530.0;22  Brandwonden;Chirurgisch;< 5
Boechout;11004.0;2530.0;23  Factoren die de gezondheid beïnvloeden;Medisch;56
Boechout;11004.0;2530.0;23  Factoren die de gezondheid beïnvloeden;Chirurgisch;6
Boechout;11004.0;2530.0;25  Multipele traumata;Chirurgisch;< 5
Boom;11005.0;2850.0;00  Restgroep;Chirurgisch;6
Boom;11005.0;2850.0;01  Zenuwstelsel;Medisch;141
Boom;11005.0;2850.0;01  Zenuwstelsel;Chirurgisch;36
Boom;11005.0;2850.0;02  Oogaandoeningen;Medisch;8
Boom;11005.0;2850.0;02  Oogaandoeningen;Chirurgisch;27
Boom;11005.0;2850.0;03  Neus, keel en oren;Medisch;45
Boom;11005.0;2850.0;03  Neus, keel en oren;Chirurgisch;60
Boom;11005.0;2850.0;04  Ademhalingsstelsel;Medisch;210
Boom;11005.0;2850.0;04  Ademhalingsstelsel;Chirurgisch;16
Boom;11005.0;2850.0;05  Hart en vaatstelsel;Medisch;249
Boom;11005.0;2850.0;05  Hart en vaatstelsel;Chirurgisch;168
Boom;11005.0;2850.0;06  Spijsverteringsstelsel;Medisch;167
Boom;11005.0;2850.0;06  Spijsverteringsstelsel;Chirurgisch;131
Boom;11005.0;2850.0;07  Lever, gal en pancreas;Medisch;55
Boom;11005.0;2850.0;07  Lever, gal en pancreas;Chirurgisch;39
Boom;11005.0;2850.0;08  Bewegingsstelsel en bindweefsel;Medisch;139
Boom;11005.0;2850.0;08  Bewegingsstelsel en bindweefsel;Chirurgisch;392
Boom;11005.0;2850.0;09  Huid, subcutis, borstklier;Medisch;67
Boom;11005.0;2850.0;09  Huid, subcutis, borstklier;Chirurgisch;53
Boom;11005.0;2850.0;10  Endocriene, voedings- en stofwisselingsziekten;Medisch;50
Boom;11005.0;2850.0;10  Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;23
Boom;11005.0;2850.0;11  Nieren en urinewegen;Medisch;95
Boom;11005.0;2850.0;11  Nieren en urinewegen;Chirurgisch;59
Boom;11005.0;2850.0;12  Mannelijke geslachtsorganen;Medisch;5
Boom;11005.0;2850.0;12  Mannelijke geslachtsorganen;Chirurgisch;24
Boom;11005.0;2850.0;13  Vrouwelijke geslachtsorganen;Medisch;12
