commune;code_ins;code_postal;mdc_apr-drg_34;type_de_diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Autre;0
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Chirurgical;8
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Médical;0
Aartselaar;11001.0;2630.0;01 - Système nerveux;Chirurgical;43
Aartselaar;11001.0;2630.0;01 - Système nerveux;Médical;< 5
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Chirurgical;218
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Chirurgical;150
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Médical;262
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Chirurgical;5
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Médical;16
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Chirurgical;53
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Médical;77
Aartselaar;11001.0;2630.0;06 - Système digestif;Chirurgical;25
Aartselaar;11001.0;2630.0;06 - Système digestif;Médical;563
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Chirurgical;< 5
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Médical;12
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Chirurgical;195
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Médical;9
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;52
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Médical;32
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Chirurgical;28
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Médical;54
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Chirurgical;< 5
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Médical;60
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Chirurgical;29
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Médical;17
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Chirurgical;13
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Médical;5
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Aartselaar;11001.0;2630.0;16 - Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 - Sang et organes hématopoïétiques;Médical;30
Aartselaar;11001.0;2630.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;687
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaires;Chirurgical;0
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaires;Médical;< 5
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Chirurgical;0
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Médical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Médical;0
Aartselaar;11001.0;2630.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Aartselaar;11001.0;2630.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Aartselaar;11001.0;2630.0;22 - Brûlures;Chirurgical;0
Aartselaar;11001.0;2630.0;22 - Brûlures;Médical;0
Aartselaar;11001.0;2630.0;23 - Facteurs influençant la santé;Chirurgical;54
Aartselaar;11001.0;2630.0;23 - Facteurs influençant la santé;Médical;634
Aartselaar;11001.0;2630.0;24 - Infections HIV;Chirurgical;0
Aartselaar;11001.0;2630.0;24 - Infections HIV;Médical;0
Aartselaar;11001.0;2630.0;25 - Traumatismes multiples;Chirurgical;0
Aartselaar;11001.0;2630.0;25 - Traumatismes multiples;Médical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Autre;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Chirurgical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Médical;0
