commune;code_ins;code_postal;mdc_apr-drg_34;type_de_diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Autre;0
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Chirurgical;14
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Médical;0
Aartselaar;11001.0;2630.0;01 - Système nerveux;Chirurgical;45
Aartselaar;11001.0;2630.0;01 - Système nerveux;Médical;< 5
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Chirurgical;194
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Chirurgical;152
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Médical;226
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Médical;13
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Chirurgical;39
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Médical;63
Aartselaar;11001.0;2630.0;06 - Système digestif;Chirurgical;39
Aartselaar;11001.0;2630.0;06 - Système digestif;Médical;538
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Chirurgical;0
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Médical;11
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Chirurgical;208
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Médical;17
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;48
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Médical;43
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;< 5
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Chirurgical;28
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Médical;44
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Chirurgical;15
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Médical;55
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Chirurgical;28
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Médical;13
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Chirurgical;13
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Médical;9
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Aartselaar;11001.0;2630.0;16 - Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 - Sang et organes hématopoïétiques;Médical;21
Aartselaar;11001.0;2630.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;6
Aartselaar;11001.0;2630.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;558
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaires;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaires;Médical;0
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Chirurgical;0
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Médical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Médical;0
Aartselaar;11001.0;2630.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Aartselaar;11001.0;2630.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Aartselaar;11001.0;2630.0;22 - Brûlures;Chirurgical;0
Aartselaar;11001.0;2630.0;22 - Brûlures;Médical;0
Aartselaar;11001.0;2630.0;23 - Facteurs influençant la santé;Chirurgical;40
Aartselaar;11001.0;2630.0;23 - Facteurs influençant la santé;Médical;605
Aartselaar;11001.0;2630.0;24 - Infections HIV;Chirurgical;0
Aartselaar;11001.0;2630.0;24 - Infections HIV;Médical;0
Aartselaar;11001.0;2630.0;25 - Traumatismes multiples;Chirurgical;0
Aartselaar;11001.0;2630.0;25 - Traumatismes multiples;Médical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Autre;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Chirurgical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Médical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Autre;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Chirurgical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Médical;0
Anvers;11002.0;2000.0;00 - Groupe résiduel;Autre;< 5
Anvers;11002.0;2000.0;00 - Groupe résiduel;Chirurgical;404
Anvers;11002.0;2000.0;00 - Groupe résiduel;Médical;0
Anvers;11002.0;2000.0;01 - Système nerveux;Chirurgical;1.183
Anvers;11002.0;2000.0;01 - Système nerveux;Médical;146
Anvers;11002.0;2000.0;02 - Affections des yeux;Chirurgical;6.100
Anvers;11002.0;2000.0;02 - Affections des yeux;Médical;127
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles;Chirurgical;6.297
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles;Médical;7.678
Anvers;11002.0;2000.0;04 - Système respiratoire;Chirurgical;45
Anvers;11002.0;2000.0;04 - Système respiratoire;Médical;638
Anvers;11002.0;2000.0;05 - Système circulatoire;Chirurgical;1.007
Anvers;11002.0;2000.0;05 - Système circulatoire;Médical;1.522
Anvers;11002.0;2000.0;06 - Système digestif;Chirurgical;1.353
Anvers;11002.0;2000.0;06 - Système digestif;Médical;8.348
Anvers;11002.0;2000.0;07 - Foie, bile et pancréas;Chirurgical;61
Anvers;11002.0;2000.0;07 - Foie, bile et pancréas;Médical;354
Anvers;11002.0;2000.0;08 - Système musculaire et tissu conjonctif;Chirurgical;5.753
Anvers;11002.0;2000.0;08 - Système musculaire et tissu conjonctif;Médical;763
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;1.104
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Médical;1.408
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;42
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;107
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Chirurgical;511
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Médical;1.539
Anvers;11002.0;2000.0;12 - Organes génitaux masculins;Chirurgical;299
Anvers;11002.0;2000.0;12 - Organes génitaux masculins;Médical;3.191
Anvers;11002.0;2000.0;13 - Organes génitaux féminins;Chirurgical;1.089
Anvers;11002.0;2000.0;13 - Organes génitaux féminins;Médical;650
Anvers;11002.0;2000.0;14 - Grossesse et accouchement;Chirurgical;664
Anvers;11002.0;2000.0;14 - Grossesse et accouchement;Médical;309
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Anvers;11002.0;2000.0;16 - Sang et organes hématopoïétiques;Chirurgical;36
Anvers;11002.0;2000.0;16 - Sang et organes hématopoïétiques;Médical;1.156
