commune;code_ins;code_postal;mdc;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;18
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;153
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;19
Aartselaar;11001.0;2630.0;02 Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;20
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;61
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;37
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;145
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;10
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;204
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;133
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;139
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;96
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;39
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Chirurgical;43
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;79
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;296
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;28
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;51
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;47
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;34
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;61
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;40
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;< 5
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;37
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;5
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;62
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;107
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;20
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Médical;11
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;21
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;77
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;13
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Médical;37
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Aartselaar;11001.0;2630.0;19 Troubles mentaux;Médical;25
Aartselaar;11001.0;2630.0;20 Alcoolisme et usage de drogue;Médical;7
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;30
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;14
Aartselaar;11001.0;2630.0;22 Brûlures;Chirurgical;< 5
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;65
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;7
Aartselaar;11001.0;2630.0;24 Infections HIV;Médical;< 5
Aartselaar;11001.0;2630.0;25 Traumatismes multiples;Chirurgical;< 5
Aartselaar;11001.0;2630.0;p2 Pré-MDC : transplantation de la moelle;Chirurgical;< 5
Aartselaar;11001.0;2630.0;p3 Pré-MDC : trachéostomie;Chirurgical;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Autre;15
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;566
Anvers;11002.0;2000.0;01 Système nerveux;Médical;5 089
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;565
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;181
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;765
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;2 422
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;1 763
Anvers;11002.0;2000.0;04 Système respiratoire;Médical;6 229
Anvers;11002.0;2000.0;04 Système respiratoire;Chirurgical;349
Anvers;11002.0;2000.0;05 Système circulatoire;Médical;5 419
Anvers;11002.0;2000.0;05 Système circulatoire;Chirurgical;3 571
Anvers;11002.0;2000.0;06 Système digestif;Médical;4 986
Anvers;11002.0;2000.0;06 Système digestif;Chirurgical;2 811
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;1 279
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;1 004
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;2 875
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;8 715
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;1 249
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Chirurgical;1 415
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;1 886
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;882
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Médical;2 136
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Chirurgical;1 269
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Médical;256
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Chirurgical;680
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Médical;203
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Chirurgical;1 516
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Médical;7 462
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Chirurgical;1 573
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Médical;722
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;47
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Médical;727
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Chirurgical;44
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;1 946
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;153
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Médical;1 121
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Chirurgical;109
Anvers;11002.0;2000.0;19 Troubles mentaux;Médical;784
Anvers;11002.0;2000.0;19 Troubles mentaux;Chirurgical;26
Anvers;11002.0;2000.0;20 Alcoolisme et usage de drogue;Médical;586
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;875
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;286
Anvers;11002.0;2000.0;22 Brûlures;Médical;63
Anvers;11002.0;2000.0;22 Brûlures;Chirurgical;31
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Médical;3 368
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Chirurgical;184
Anvers;11002.0;2000.0;24 Infections HIV;Médical;101
Anvers;11002.0;2000.0;24 Infections HIV;Chirurgical;12
Anvers;11002.0;2000.0;25 Traumatismes multiples;Médical;23
Anvers;11002.0;2000.0;25 Traumatismes multiples;Chirurgical;40
Anvers;11002.0;2000.0;p1 Pré-MDC : transplantation du foie;Chirurgical;7
Anvers;11002.0;2000.0;p2 Pré-MDC : transplantation de la moelle;Chirurgical;30
Anvers;11002.0;2000.0;p3 Pré-MDC : trachéostomie;Chirurgical;160
Anvers;11002.0;2000.0;p4 Pré-MDC : transplantation du cœur et/ou du poumon;Chirurgical;7
Boechout;11004.0;2530.0;00 Groupe résiduel;Chirurgical;17
Boechout;11004.0;2530.0;01 Système nerveux;Médical;133
Boechout;11004.0;2530.0;01 Système nerveux;Chirurgical;22
Boechout;11004.0;2530.0;02 Affections des yeux;Chirurgical;15
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Médical;71
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Chirurgical;39
Boechout;11004.0;2530.0;04 Système respiratoire;Médical;116
Boechout;11004.0;2530.0;04 Système respiratoire;Chirurgical;5
Boechout;11004.0;2530.0;05 Système circulatoire;Médical;117
Boechout;11004.0;2530.0;05 Système circulatoire;Chirurgical;74
Boechout;11004.0;2530.0;06 Système digestif;Médical;94
Boechout;11004.0;2530.0;06 Système digestif;Chirurgical;81
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Médical;29
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Chirurgical;19
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Médical;69
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Chirurgical;262
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Médical;36
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Chirurgical;34
Boechout;11004.0;2530.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;33
Boechout;11004.0;2530.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;19
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Médical;43
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Chirurgical;36
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Médical;< 5
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Chirurgical;20
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Médical;< 5
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Chirurgical;44
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Médical;121
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Chirurgical;25
Boechout;11004.0;2530.0;15 Nouveau-nés, affections d'origine périnatale;Médical;13
Boechout;11004.0;2530.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Boechout;11004.0;2530.0;16 Sang et organes hématopoïétiques;Médical;17
Boechout;11004.0;2530.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;50
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;5
Boechout;11004.0;2530.0;18 Maladies infectieuses et parasitaires;Médical;34
Boechout;11004.0;2530.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Boechout;11004.0;2530.0;19 Troubles mentaux;Médical;23
Boechout;11004.0;2530.0;20 Alcoolisme et usage de drogue;Médical;9
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;26
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;7
Boechout;11004.0;2530.0;22 Brûlures;Médical;< 5
Boechout;11004.0;2530.0;22 Brûlures;Chirurgical;< 5
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Médical;46
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Chirurgical;< 5
Boechout;11004.0;2530.0;25 Traumatismes multiples;Médical;< 5
Boechout;11004.0;2530.0;p3 Pré-MDC : trachéostomie;Chirurgical;< 5
Boom;11005.0;2850.0;00 Groupe résiduel;Chirurgical;17
Boom;11005.0;2850.0;01 Système nerveux;Médical;196
Boom;11005.0;2850.0;01 Système nerveux;Chirurgical;32
Boom;11005.0;2850.0;02 Affections des yeux;Médical;< 5
Boom;11005.0;2850.0;02 Affections des yeux;Chirurgical;25
Boom;11005.0;2850.0;03 Nez, gorge, oreilles;Médical;75
Boom;11005.0;2850.0;03 Nez, gorge, oreilles;Chirurgical;37
Boom;11005.0;2850.0;04 Système respiratoire;Médical;212
Boom;11005.0;2850.0;04 Système respiratoire;Chirurgical;18
Boom;11005.0;2850.0;05 Système circulatoire;Médical;209
Boom;11005.0;2850.0;05 Système circulatoire;Chirurgical;195
Boom;11005.0;2850.0;06 Système digestif;Médical;172
Boom;11005.0;2850.0;06 Système digestif;Chirurgical;107
Boom;11005.0;2850.0;07 Foie, bile et pancréas;Médical;50
Boom;11005.0;2850.0;07 Foie, bile et pancréas;Chirurgical;44
Boom;11005.0;2850.0;08 Système musculaire et tissu conjonctif;Médical;140
Boom;11005.0;2850.0;08 Système musculaire et tissu conjonctif;Chirurgical;439
Boom;11005.0;2850.0;09 Peau, tissu sous-cutané, sein;Médical;45
Boom;11005.0;2850.0;09 Peau, tissu sous-cutané, sein;Chirurgical;49
Boom;11005.0;2850.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;76
Boom;11005.0;2850.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;35
Boom;11005.0;2850.0;11 Reins et voies urinaires;Médical;75
Boom;11005.0;2850.0;11 Reins et voies urinaires;Chirurgical;78
Boom;11005.0;2850.0;12 Organes génitaux masculins;Médical;12
Boom;11005.0;2850.0;12 Organes génitaux masculins;Chirurgical;29
Boom;11005.0;2850.0;13 Organes génitaux féminins;Médical;< 5
Boom;11005.0;2850.0;13 Organes génitaux féminins;Chirurgical;73
Boom;11005.0;2850.0;14 Grossesse et accouchement;Médical;207
Boom;11005.0;2850.0;14 Grossesse et accouchement;Chirurgical;48
Boom;11005.0;2850.0;15 Nouveau-nés, affections d'origine périnatale;Médical;27
Boom;11005.0;2850.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Boom;11005.0;2850.0;16 Sang et organes hématopoïétiques;Médical;21
Boom;11005.0;2850.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Boom;11005.0;2850.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;62
Boom;11005.0;2850.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;9
Boom;11005.0;2850.0;18 Maladies infectieuses et parasitaires;Médical;43
Boom;11005.0;2850.0;18 Maladies infectieuses et parasitaires;Chirurgical;5
Boom;11005.0;2850.0;19 Troubles mentaux;Médical;35
Boom;11005.0;2850.0;19 Troubles mentaux;Chirurgical;< 5
Boom;11005.0;2850.0;20 Alcoolisme et usage de drogue;Médical;18
Boom;11005.0;2850.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;47
Boom;11005.0;2850.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;25
Boom;11005.0;2850.0;22 Brûlures;Chirurgical;< 5
Boom;11005.0;2850.0;23 Facteurs influençant la santé;Médical;124
Boom;11005.0;2850.0;23 Facteurs influençant la santé;Chirurgical;6
Boom;11005.0;2850.0;24 Infections HIV;Médical;5
Boom;11005.0;2850.0;24 Infections HIV;Chirurgical;< 5
Boom;11005.0;2850.0;25 Traumatismes multiples;Chirurgical;< 5
Boom;11005.0;2850.0;p2 Pré-MDC : transplantation de la moelle;Chirurgical;< 5
Boom;11005.0;2850.0;p3 Pré-MDC : trachéostomie;Chirurgical;6
Borsbeek;11007.0;2150.0;00 Groupe résiduel;Chirurgical;11
Borsbeek;11007.0;2150.0;01 Système nerveux;Médical;120
Borsbeek;11007.0;2150.0;01 Système nerveux;Chirurgical;13
Borsbeek;11007.0;2150.0;02 Affections des yeux;Médical;< 5
Borsbeek;11007.0;2150.0;02 Affections des yeux;Chirurgical;8
Borsbeek;11007.0;2150.0;03 Nez, gorge, oreilles;Médical;43
Borsbeek;11007.0;2150.0;03 Nez, gorge, oreilles;Chirurgical;31
Borsbeek;11007.0;2150.0;04 Système respiratoire;Médical;104
Borsbeek;11007.0;2150.0;04 Système respiratoire;Chirurgical;5
Borsbeek;11007.0;2150.0;05 Système circulatoire;Médical;131
Borsbeek;11007.0;2150.0;05 Système circulatoire;Chirurgical;76
Borsbeek;11007.0;2150.0;06 Système digestif;Médical;124
Borsbeek;11007.0;2150.0;06 Système digestif;Chirurgical;60
Borsbeek;11007.0;2150.0;07 Foie, bile et pancréas;Médical;32
Borsbeek;11007.0;2150.0;07 Foie, bile et pancréas;Chirurgical;28
Borsbeek;11007.0;2150.0;08 Système musculaire et tissu conjonctif;Médical;43
Borsbeek;11007.0;2150.0;08 Système musculaire et tissu conjonctif;Chirurgical;208
Borsbeek;11007.0;2150.0;09 Peau, tissu sous-cutané, sein;Médical;30
Borsbeek;11007.0;2150.0;09 Peau, tissu sous-cutané, sein;Chirurgical;33
Borsbeek;11007.0;2150.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;31
Borsbeek;11007.0;2150.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;18
Borsbeek;11007.0;2150.0;11 Reins et voies urinaires;Médical;39
Borsbeek;11007.0;2150.0;11 Reins et voies urinaires;Chirurgical;31
Borsbeek;11007.0;2150.0;12 Organes génitaux masculins;Médical;10
Borsbeek;11007.0;2150.0;12 Organes génitaux masculins;Chirurgical;16
Borsbeek;11007.0;2150.0;13 Organes génitaux féminins;Médical;< 5
Borsbeek;11007.0;2150.0;13 Organes génitaux féminins;Chirurgical;41
Borsbeek;11007.0;2150.0;14 Grossesse et accouchement;Médical;134
Borsbeek;11007.0;2150.0;14 Grossesse et accouchement;Chirurgical;24
Borsbeek;11007.0;2150.0;15 Nouveau-nés, affections d'origine périnatale;Médical;14
Borsbeek;11007.0;2150.0;16 Sang et organes hématopoïétiques;Médical;12
Borsbeek;11007.0;2150.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Borsbeek;11007.0;2150.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;58
Borsbeek;11007.0;2150.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;5
Borsbeek;11007.0;2150.0;18 Maladies infectieuses et parasitaires;Médical;30
Borsbeek;11007.0;2150.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Borsbeek;11007.0;2150.0;19 Troubles mentaux;Médical;15
Borsbeek;11007.0;2150.0;20 Alcoolisme et usage de drogue;Médical;7
Borsbeek;11007.0;2150.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;17
Borsbeek;11007.0;2150.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;5
Borsbeek;11007.0;2150.0;22 Brûlures;Médical;< 5
Borsbeek;11007.0;2150.0;23 Facteurs influençant la santé;Médical;81
Borsbeek;11007.0;2150.0;23 Facteurs influençant la santé;Chirurgical;< 5
Borsbeek;11007.0;2150.0;24 Infections HIV;Médical;< 5
Borsbeek;11007.0;2150.0;p2 Pré-MDC : transplantation de la moelle;Chirurgical;< 5
Borsbeek;11007.0;2150.0;p3 Pré-MDC : trachéostomie;Chirurgical;< 5
Brasschaat;11008.0;2930.0;00 Groupe résiduel;Autre;< 5
Brasschaat;11008.0;2930.0;00 Groupe résiduel;Chirurgical;39
Brasschaat;11008.0;2930.0;01 Système nerveux;Médical;342
Brasschaat;11008.0;2930.0;01 Système nerveux;Chirurgical;50
Brasschaat;11008.0;2930.0;02 Affections des yeux;Médical;8
Brasschaat;11008.0;2930.0;02 Affections des yeux;Chirurgical;51
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles;Médical;186
Brasschaat;11008.0;2930.0;03 Nez, gorge, oreilles;Chirurgical;155
Brasschaat;11008.0;2930.0;04 Système respiratoire;Médical;408
Brasschaat;11008.0;2930.0;04 Système respiratoire;Chirurgical;32
Brasschaat;11008.0;2930.0;05 Système circulatoire;Médical;447
Brasschaat;11008.0;2930.0;05 Système circulatoire;Chirurgical;234
Brasschaat;11008.0;2930.0;06 Système digestif;Médical;305
Brasschaat;11008.0;2930.0;06 Système digestif;Chirurgical;230
Brasschaat;11008.0;2930.0;07 Foie, bile et pancréas;Médical;76
Brasschaat;11008.0;2930.0;07 Foie, bile et pancréas;Chirurgical;74
Brasschaat;11008.0;2930.0;08 Système musculaire et tissu conjonctif;Médical;210
Brasschaat;11008.0;2930.0;08 Système musculaire et tissu conjonctif;Chirurgical;695
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Médical;83
Brasschaat;11008.0;2930.0;09 Peau, tissu sous-cutané, sein;Chirurgical;126
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;105
Brasschaat;11008.0;2930.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;61
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Médical;156
Brasschaat;11008.0;2930.0;11 Reins et voies urinaires;Chirurgical;101
Brasschaat;11008.0;2930.0;12 Organes génitaux masculins;Médical;26
Brasschaat;11008.0;2930.0;12 Organes génitaux masculins;Chirurgical;72
Brasschaat;11008.0;2930.0;13 Organes génitaux féminins;Médical;7
Brasschaat;11008.0;2930.0;13 Organes génitaux féminins;Chirurgical;156
Brasschaat;11008.0;2930.0;14 Grossesse et accouchement;Médical;303
Brasschaat;11008.0;2930.0;14 Grossesse et accouchement;Chirurgical;58
Brasschaat;11008.0;2930.0;15 Nouveau-nés, affections d'origine périnatale;Médical;25
Brasschaat;11008.0;2930.0;16 Sang et organes hématopoïétiques;Médical;59
Brasschaat;11008.0;2930.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Brasschaat;11008.0;2930.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;122
Brasschaat;11008.0;2930.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;11
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaires;Médical;91
Brasschaat;11008.0;2930.0;18 Maladies infectieuses et parasitaires;Chirurgical;9
Brasschaat;11008.0;2930.0;19 Troubles mentaux;Médical;55
Brasschaat;11008.0;2930.0;20 Alcoolisme et usage de drogue;Médical;29
Brasschaat;11008.0;2930.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;63
Brasschaat;11008.0;2930.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;22
Brasschaat;11008.0;2930.0;23 Facteurs influençant la santé;Médical;242
Brasschaat;11008.0;2930.0;23 Facteurs influençant la santé;Chirurgical;15
Brasschaat;11008.0;2930.0;24 Infections HIV;Médical;< 5
Brasschaat;11008.0;2930.0;25 Traumatismes multiples;Chirurgical;6
Brasschaat;11008.0;2930.0;p1 Pré-MDC : transplantation du foie;Chirurgical;< 5
Brasschaat;11008.0;2930.0;p2 Pré-MDC : transplantation de la moelle;Chirurgical;< 5
Brasschaat;11008.0;2930.0;p3 Pré-MDC : trachéostomie;Chirurgical;5
Brecht;11009.0;2960.0;00 Groupe résiduel;Autre;< 5
