commune;code_ins;code_postal;mdc;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;01  Système nerveux;Médical;14
Aartselaar;11001.0;2630.0;01  Système nerveux;Chirurgical;26
Aartselaar;11001.0;2630.0;02  Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;02  Affections des yeux;Chirurgical;165
Aartselaar;11001.0;2630.0;03  Nez, gorge, oreilles;Médical;181
Aartselaar;11001.0;2630.0;03  Nez, gorge, oreilles;Chirurgical;133
Aartselaar;11001.0;2630.0;04  Système respiratoire;Médical;11
Aartselaar;11001.0;2630.0;04  Système respiratoire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;05  Système circulatoire;Médical;23
Aartselaar;11001.0;2630.0;05  Système circulatoire;Chirurgical;40
Aartselaar;11001.0;2630.0;06  Système digestif;Médical;359
Aartselaar;11001.0;2630.0;06  Système digestif;Chirurgical;14
Aartselaar;11001.0;2630.0;07  Foie, bile et pancréas;Médical;6
Aartselaar;11001.0;2630.0;08  Système musculaire et tissu conjonctif;Médical;227
Aartselaar;11001.0;2630.0;08  Système musculaire et tissu conjonctif;Chirurgical;200
Aartselaar;11001.0;2630.0;09  Peau, tissu sous-cutané, sein;Médical;15
Aartselaar;11001.0;2630.0;09  Peau, tissu sous-cutané, sein;Chirurgical;54
Aartselaar;11001.0;2630.0;11  Reins et voies urinaires;Médical;36
Aartselaar;11001.0;2630.0;11  Reins et voies urinaires;Chirurgical;15
Aartselaar;11001.0;2630.0;12  Organes génitaux masculins;Médical;34
Aartselaar;11001.0;2630.0;12  Organes génitaux masculins;Chirurgical;42
Aartselaar;11001.0;2630.0;13  Organes génitaux féminins;Médical;< 5
Aartselaar;11001.0;2630.0;13  Organes génitaux féminins;Chirurgical;58
Aartselaar;11001.0;2630.0;14  Grossesse et accouchement;Médical;9
Aartselaar;11001.0;2630.0;14  Grossesse et accouchement;Chirurgical;13
Aartselaar;11001.0;2630.0;16  Sang et organes hématopoïétiques;Médical;44
Aartselaar;11001.0;2630.0;16  Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17  Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;446
Aartselaar;11001.0;2630.0;17  Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18  Maladies infectieuses et parasitaires;Médical;< 5
Aartselaar;11001.0;2630.0;20  Alcoolisme et usage de drogue;Chirurgical;< 5
Aartselaar;11001.0;2630.0;21  Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;9
