gemeente;nis_code;postcode;mdc_apr-drg_28;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 Restgroep;Chirurgisch;15
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Medisch;153
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Chirurgisch;20
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Medisch;< 5
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Chirurgisch;19
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Medisch;75
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Chirurgisch;40
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Medisch;164
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Chirurgisch;11
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Medisch;164
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Chirurgisch;126
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Medisch;150
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Chirurgisch;107
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Medisch;44
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Chirurgisch;37
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Medisch;79
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;306
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Medisch;39
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Chirurgisch;52
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;36
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;16
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Medisch;57
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Chirurgisch;51
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Medisch;10
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Chirurgisch;26
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;37
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Medisch;107
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Chirurgisch;19
Aartselaar;11001.0;2630.0;15 Neonati, perinatale aandoeningen;Medisch;7
Aartselaar;11001.0;2630.0;15 Neonati, perinatale aandoeningen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Medisch;17
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;44
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;7
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Medisch;33
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Medisch;17
Aartselaar;11001.0;2630.0;20 Alcohol en druggebruik;Medisch;9
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;28
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;9
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Medisch;89
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;6
Aartselaar;11001.0;2630.0;25 Multipele traumata;Medisch;< 5
Aartselaar;11001.0;2630.0;PP Pre-MDC;Chirurgisch;< 5
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;7
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;516
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;5.099
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;542
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;137
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;538
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Medisch;3.105
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Chirurgisch;1.924
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;6.438
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;316
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;4.922
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;3.602
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;5.510
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;2.889
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Medisch;1.401
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Chirurgisch;1.093
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Medisch;2.591
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;8.680
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Medisch;1.400
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Chirurgisch;1.361
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;1.599
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;773
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Medisch;2.418
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Chirurgisch;1.412
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Medisch;208
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Chirurgisch;734
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Medisch;205
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;1.279
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Medisch;6.864
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Chirurgisch;1.946
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Medisch;364
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Chirurgisch;31
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Medisch;708
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Chirurgisch;46
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.714
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;162
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Medisch;1.374
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Chirurgisch;139
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Medisch;728
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Chirurgisch;12
Antwerpen;11002.0;2000.0;20 Alcohol en druggebruik;Medisch;644
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;849
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;195
Antwerpen;11002.0;2000.0;22 Brandwonden;Medisch;65
Antwerpen;11002.0;2000.0;22 Brandwonden;Chirurgisch;24
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Medisch;3.928
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;144
Antwerpen;11002.0;2000.0;24 HIV infecties;Medisch;97
Antwerpen;11002.0;2000.0;25 Multipele traumata;Medisch;35
Antwerpen;11002.0;2000.0;25 Multipele traumata;Chirurgisch;33
Antwerpen;11002.0;2000.0;PP Pre-MDC;Chirurgisch;180
Antwerpen;11002.0;2000.0;SS Speciale DRG's;Andere;< 5
Boechout;11004.0;2530.0;00 Restgroep;Chirurgisch;12
Boechout;11004.0;2530.0;01 Zenuwstelsel;Medisch;115
Boechout;11004.0;2530.0;01 Zenuwstelsel;Chirurgisch;13
Boechout;11004.0;2530.0;02 Oogaandoeningen;Medisch;< 5
Boechout;11004.0;2530.0;02 Oogaandoeningen;Chirurgisch;10
Boechout;11004.0;2530.0;03 Neus, keel en oren;Medisch;38
Boechout;11004.0;2530.0;03 Neus, keel en oren;Chirurgisch;43
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Medisch;86
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Chirurgisch;< 5
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Medisch;118
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Chirurgisch;70
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Medisch;98
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Chirurgisch;77
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Medisch;21
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Chirurgisch;26
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Medisch;63
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;231
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Medisch;19
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Chirurgisch;33
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;23
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;13
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Medisch;39
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Chirurgisch;35
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Chirurgisch;15
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;35
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Medisch;91
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Chirurgisch;22
Boechout;11004.0;2530.0;16 Bloed en bloedvormende organen;Medisch;13
Boechout;11004.0;2530.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;56
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Medisch;25
Boechout;11004.0;2530.0;19 Psychische stoornissen;Medisch;12
Boechout;11004.0;2530.0;20 Alcohol en druggebruik;Medisch;8
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;15
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;< 5
Boechout;11004.0;2530.0;22 Brandwonden;Medisch;< 5
Boechout;11004.0;2530.0;22 Brandwonden;Chirurgisch;< 5
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Medisch;78
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;< 5
Boechout;11004.0;2530.0;24 HIV infecties;Medisch;< 5
Boechout;11004.0;2530.0;25 Multipele traumata;Chirurgisch;< 5
Boechout;11004.0;2530.0;PP Pre-MDC;Chirurgisch;< 5
Boom;11005.0;2850.0;00 Restgroep;Chirurgisch;35
Boom;11005.0;2850.0;01 Zenuwstelsel;Medisch;204
Boom;11005.0;2850.0;01 Zenuwstelsel;Chirurgisch;38
Boom;11005.0;2850.0;02 Oogaandoeningen;Medisch;< 5
Boom;11005.0;2850.0;02 Oogaandoeningen;Chirurgisch;14
Boom;11005.0;2850.0;03 Neus, keel en oren;Medisch;123
Boom;11005.0;2850.0;03 Neus, keel en oren;Chirurgisch;44
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Medisch;252
Boom;11005.0;2850.0;04 Ademhalingsstelsel;Chirurgisch;21
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Medisch;201
Boom;11005.0;2850.0;05 Hart en vaatstelsel;Chirurgisch;175
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Medisch;202
Boom;11005.0;2850.0;06 Spijsverteringsstelsel;Chirurgisch;115
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Medisch;70
Boom;11005.0;2850.0;07 Lever, gal en pancreas;Chirurgisch;41
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Medisch;112
Boom;11005.0;2850.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;408
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Medisch;62
Boom;11005.0;2850.0;09 Huid, subcutis, borstklier;Chirurgisch;51
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;48
Boom;11005.0;2850.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;32
Boom;11005.0;2850.0;11 Nieren en urinewegen;Medisch;88
Boom;11005.0;2850.0;11 Nieren en urinewegen;Chirurgisch;69
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Medisch;9
Boom;11005.0;2850.0;12 Mannelijke geslachtsorganen;Chirurgisch;19
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Medisch;10
Boom;11005.0;2850.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;43
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Medisch;226
Boom;11005.0;2850.0;14 Zwangerschap en bevalling;Chirurgisch;53
Boom;11005.0;2850.0;15 Neonati, perinatale aandoeningen;Medisch;17
Boom;11005.0;2850.0;16 Bloed en bloedvormende organen;Medisch;20
