gemeente;nis_code;postcode;mdc;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 Restgroep;Chirurgisch;6
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Medisch;24
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Chirurgisch;43
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Chirurgisch;166
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Medisch;178
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Chirurgisch;142
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Medisch;8
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Medisch;32
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Chirurgisch;45
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Medisch;420
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Chirurgisch;22
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Medisch;8
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Medisch;309
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;231
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Medisch;13
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Chirurgisch;73
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Medisch;39
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Chirurgisch;13
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Medisch;31
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Chirurgisch;40
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;68
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Medisch;7
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Chirurgisch;18
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Medisch;18
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;460
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Medisch;< 5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Medisch;< 5
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;10
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Medisch;123
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;26
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;< 5
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;211
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;635
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;957
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;38
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;6.489
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Medisch;5.793
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Chirurgisch;6.104
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;434
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;60
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;440
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;1.006
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;5.406
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;1.001
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Medisch;289
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Chirurgisch;7
