commune;code_ins;code_postal;mdc_apr-drg_34;type_de_diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Autre;0
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Chirurgical;41
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Médical;0
Aartselaar;11001.0;2630.0;01 - Système nerveux;Chirurgical;19
Aartselaar;11001.0;2630.0;01 - Système nerveux;Médical;145
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Chirurgical;13
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Chirurgical;44
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Médical;82
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Chirurgical;10
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Médical;165
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Chirurgical;134
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Médical;189
Aartselaar;11001.0;2630.0;06 - Système digestif;Chirurgical;112
Aartselaar;11001.0;2630.0;06 - Système digestif;Médical;112
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Chirurgical;37
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Médical;50
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Chirurgical;329
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Médical;95
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;55
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Médical;54
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;29
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;51
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Chirurgical;44
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Médical;64
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Chirurgical;24
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Médical;8
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Chirurgical;32
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Médical;< 5
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Chirurgical;33
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Médical;74
