commune;code_ins;code_postal;mdc;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;10
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;158
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;23
Aartselaar;11001.0;2630.0;02 Affections des yeux;Médical;7
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;25
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;58
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;35
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;185
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;15
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;177
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;125
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;113
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;105
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;28
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Chirurgical;32
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;76
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;269
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;34
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;44
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;42
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;15
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;64
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;45
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;5
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;31
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;< 5
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;64
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;116
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;28
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Médical;15
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;14
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;66
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;6
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Médical;23
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Aartselaar;11001.0;2630.0;19 Troubles mentaux;Médical;18
Aartselaar;11001.0;2630.0;20 Alcoolisme et usage de drogue;Médical;< 5
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;25
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;13
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;61
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;9
Aartselaar;11001.0;2630.0;24 Infections HIV;Médical;< 5
