commune;code_ins;code_postal;mdc_apr-drg_36;type_de_drg;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Autre;0
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Chirurgical;19
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Médical;0
Aartselaar;11001.0;2630.0;01 - Système nerveux;Chirurgical;16
Aartselaar;11001.0;2630.0;01 - Système nerveux;Médical;123
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Chirurgical;10
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles, crâne et face;Chirurgical;33
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles, crâne et face;Médical;88
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Chirurgical;5
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Médical;129
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Chirurgical;126
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Médical;101
Aartselaar;11001.0;2630.0;06 - Système digestif;Chirurgical;96
Aartselaar;11001.0;2630.0;06 - Système digestif;Médical;98
Aartselaar;11001.0;2630.0;07 - Système hépatobiliaire et pancréas;Chirurgical;22
Aartselaar;11001.0;2630.0;07 - Système hépatobiliaire et pancréas;Médical;38
Aartselaar;11001.0;2630.0;08 - Système musculo-squelettique et tissu conjonctif;Chirurgical;235
Aartselaar;11001.0;2630.0;08 - Système musculo-squelettique et tissu conjonctif;Médical;55
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;33
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Médical;30
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;21
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Médical;43
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Chirurgical;35
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Médical;61
Aartselaar;11001.0;2630.0;12 - Système reproducteur masculin;Chirurgical;22
Aartselaar;11001.0;2630.0;12 - Système reproducteur masculin;Médical;7
Aartselaar;11001.0;2630.0;13 - Système reproducteur féminin;Chirurgical;27
Aartselaar;11001.0;2630.0;13 - Système reproducteur féminin;Médical;9
Aartselaar;11001.0;2630.0;14 - Grossesse, accouchement et puerpéralité;Chirurgical;45
Aartselaar;11001.0;2630.0;14 - Grossesse, accouchement et puerpéralité;Médical;84
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;< 5
Aartselaar;11001.0;2630.0;16 - Sang, organes hématopoïétiques et système immunitaire;Chirurgical;0
Aartselaar;11001.0;2630.0;16 - Sang, organes hématopoïétiques et système immunitaire;Médical;25
Aartselaar;11001.0;2630.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Chirurgical;5
Aartselaar;11001.0;2630.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Médical;15
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaire;Médical;27
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Chirurgical;< 5
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Médical;14
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Médical;11
Aartselaar;11001.0;2630.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Chirurgical;7
Aartselaar;11001.0;2630.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Médical;20
Aartselaar;11001.0;2630.0;22 - Brûlures;Chirurgical;0
Aartselaar;11001.0;2630.0;22 - Brûlures;Médical;< 5
Aartselaar;11001.0;2630.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Chirurgical;5
Aartselaar;11001.0;2630.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Médical;45
Aartselaar;11001.0;2630.0;24 - Infections HIV;Chirurgical;0
Aartselaar;11001.0;2630.0;24 - Infections HIV;Médical;0
Aartselaar;11001.0;2630.0;25 - Polytraumatismes significatifs;Chirurgical;0
Aartselaar;11001.0;2630.0;25 - Polytraumatismes significatifs;Médical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Autre;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Chirurgical;5
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Médical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Autre;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Chirurgical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Médical;0
Anvers;11002.0;2000.0;00 - Groupe résiduel;Autre;< 5
Anvers;11002.0;2000.0;00 - Groupe résiduel;Chirurgical;596
Anvers;11002.0;2000.0;00 - Groupe résiduel;Médical;0
Anvers;11002.0;2000.0;01 - Système nerveux;Chirurgical;479
Anvers;11002.0;2000.0;01 - Système nerveux;Médical;4.254
Anvers;11002.0;2000.0;02 - Affections des yeux;Chirurgical;205
Anvers;11002.0;2000.0;02 - Affections des yeux;Médical;165
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles, crâne et face;Chirurgical;1.442
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles, crâne et face;Médical;2.565
Anvers;11002.0;2000.0;04 - Système respiratoire;Chirurgical;245
Anvers;11002.0;2000.0;04 - Système respiratoire;Médical;6.174
Anvers;11002.0;2000.0;05 - Système circulatoire;Chirurgical;3.209
Anvers;11002.0;2000.0;05 - Système circulatoire;Médical;3.558
Anvers;11002.0;2000.0;06 - Système digestif;Chirurgical;2.237
Anvers;11002.0;2000.0;06 - Système digestif;Médical;3.827
Anvers;11002.0;2000.0;07 - Système hépatobiliaire et pancréas;Chirurgical;818
Anvers;11002.0;2000.0;07 - Système hépatobiliaire et pancréas;Médical;1.202
Anvers;11002.0;2000.0;08 - Système musculo-squelettique et tissu conjonctif;Chirurgical;6.102
Anvers;11002.0;2000.0;08 - Système musculo-squelettique et tissu conjonctif;Médical;1.789
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;1.040
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Médical;979
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;650
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Médical;1.493
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Chirurgical;1.044
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Médical;2.201
Anvers;11002.0;2000.0;12 - Système reproducteur masculin;Chirurgical;498
Anvers;11002.0;2000.0;12 - Système reproducteur masculin;Médical;188
Anvers;11002.0;2000.0;13 - Système reproducteur féminin;Chirurgical;700
Anvers;11002.0;2000.0;13 - Système reproducteur féminin;Médical;127
Anvers;11002.0;2000.0;14 - Grossesse, accouchement et puerpéralité;Chirurgical;2.329
Anvers;11002.0;2000.0;14 - Grossesse, accouchement et puerpéralité;Médical;5.277
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;26
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;470
Anvers;11002.0;2000.0;16 - Sang, organes hématopoïétiques et système immunitaire;Chirurgical;26
Anvers;11002.0;2000.0;16 - Sang, organes hématopoïétiques et système immunitaire;Médical;656
Anvers;11002.0;2000.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Chirurgical;124
Anvers;11002.0;2000.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Médical;1.092
Anvers;11002.0;2000.0;18 - Maladies infectieuses et parasitaire;Chirurgical;133
Anvers;11002.0;2000.0;18 - Maladies infectieuses et parasitaire;Médical;1.430
Anvers;11002.0;2000.0;19 - Troubles mentaux;Chirurgical;45
Anvers;11002.0;2000.0;19 - Troubles mentaux;Médical;559
Anvers;11002.0;2000.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Anvers;11002.0;2000.0;20 - Alcoolisme et usage de drogue;Médical;640
Anvers;11002.0;2000.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Chirurgical;152
