gemeente;nis_code;postcode;mdc_apr-drg_34;soort_diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 - Restgroep;Andere;0
Aartselaar;11001.0;2630.0;00 - Restgroep;Chirurgisch;41
Aartselaar;11001.0;2630.0;00 - Restgroep;Medisch;0
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Chirurgisch;19
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Medisch;145
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Chirurgisch;13
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Medisch;< 5
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Chirurgisch;44
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Medisch;82
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Chirurgisch;10
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Medisch;165
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Chirurgisch;134
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Medisch;189
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Chirurgisch;112
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Medisch;112
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Chirurgisch;37
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Medisch;50
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;329
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Medisch;95
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Chirurgisch;55
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Medisch;54
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;29
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;51
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Chirurgisch;44
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Medisch;64
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Chirurgisch;24
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Medisch;8
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;32
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Chirurgisch;33
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Medisch;74
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;0
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Medisch;5
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Medisch;18
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasmata;Chirurgisch;8
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasmata;Medisch;47
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Chirurgisch;7
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Medisch;38
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Chirurgisch;0
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Medisch;21
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Chirurgisch;0
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Medisch;5
Aartselaar;11001.0;2630.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;9
Aartselaar;11001.0;2630.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;23
Aartselaar;11001.0;2630.0;22 - Brandwonden;Chirurgisch;0
Aartselaar;11001.0;2630.0;22 - Brandwonden;Medisch;< 5
Aartselaar;11001.0;2630.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;14
Aartselaar;11001.0;2630.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;101
Aartselaar;11001.0;2630.0;24 - HIV infecties;Chirurgisch;0
Aartselaar;11001.0;2630.0;24 - HIV infecties;Medisch;0
Aartselaar;11001.0;2630.0;25 - Multipele traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;25 - Multipele traumata;Medisch;5
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Andere;0
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Medisch;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Andere;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Chirurgisch;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Medisch;0
Antwerpen;11002.0;2000.0;00 - Restgroep;Andere;< 5
Antwerpen;11002.0;2000.0;00 - Restgroep;Chirurgisch;1.476
Antwerpen;11002.0;2000.0;00 - Restgroep;Medisch;0
Antwerpen;11002.0;2000.0;01 - Zenuwstelsel;Chirurgisch;556
Antwerpen;11002.0;2000.0;01 - Zenuwstelsel;Medisch;5.429
Antwerpen;11002.0;2000.0;02 - Oogaandoeningen;Chirurgisch;462
Antwerpen;11002.0;2000.0;02 - Oogaandoeningen;Medisch;170
Antwerpen;11002.0;2000.0;03 - Neus, keel en oren;Chirurgisch;1.943
Antwerpen;11002.0;2000.0;03 - Neus, keel en oren;Medisch;3.640
Antwerpen;11002.0;2000.0;04 - Ademhalingsstelsel;Chirurgisch;341
Antwerpen;11002.0;2000.0;04 - Ademhalingsstelsel;Medisch;5.969
Antwerpen;11002.0;2000.0;05 - Hart en vaatstelsel;Chirurgisch;3.642
Antwerpen;11002.0;2000.0;05 - Hart en vaatstelsel;Medisch;4.827
Antwerpen;11002.0;2000.0;06 - Spijsverteringsstelsel;Chirurgisch;2.927
Antwerpen;11002.0;2000.0;06 - Spijsverteringsstelsel;Medisch;5.349
Antwerpen;11002.0;2000.0;07 - Lever, gal en pancreas;Chirurgisch;1.228
Antwerpen;11002.0;2000.0;07 - Lever, gal en pancreas;Medisch;1.237
Antwerpen;11002.0;2000.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;8.163
Antwerpen;11002.0;2000.0;08 - Bewegingsstelsel en bindweefsel;Medisch;2.502
Antwerpen;11002.0;2000.0;09 - Huid, subcutis, borstklier;Chirurgisch;1.363
Antwerpen;11002.0;2000.0;09 - Huid, subcutis, borstklier;Medisch;1.304
Antwerpen;11002.0;2000.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;874
Antwerpen;11002.0;2000.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;1.548
Antwerpen;11002.0;2000.0;11 - Nieren en urinewegen;Chirurgisch;1.286
