commune;code_ins;code_postal;mdc_apr-drg_28;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;28
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;151
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;36
Aartselaar;11001.0;2630.0;02 Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;23
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;62
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;32
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;163
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;12
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;186
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;109
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;121
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;100
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;37
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Chirurgical;28
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;105
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;294
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;43
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;44
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;47
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;23
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;78
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;53
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;< 5
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;26
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;7
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;51
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;96
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;26
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Médical;10
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;17
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;82
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Médical;36
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Aartselaar;11001.0;2630.0;19 Troubles mentaux;Médical;22
Aartselaar;11001.0;2630.0;19 Troubles mentaux;Chirurgical;< 5
Aartselaar;11001.0;2630.0;20 Alcoolisme et usage de drogue;Médical;10
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;30
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Aartselaar;11001.0;2630.0;22 Brûlures;Médical;< 5
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;102
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;9
Aartselaar;11001.0;2630.0;25 Traumatismes multiples;Médical;< 5
Aartselaar;11001.0;2630.0;25 Traumatismes multiples;Chirurgical;< 5
Aartselaar;11001.0;2630.0;PP Pré-MDC;Chirurgical;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Autre;18
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;617
Anvers;11002.0;2000.0;01 Système nerveux;Médical;4.960
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;659
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;204
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;681
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;2.851
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;1.860
Anvers;11002.0;2000.0;04 Système respiratoire;Médical;6.329
Anvers;11002.0;2000.0;04 Système respiratoire;Chirurgical;348
Anvers;11002.0;2000.0;05 Système circulatoire;Médical;5.146
Anvers;11002.0;2000.0;05 Système circulatoire;Chirurgical;3.360
Anvers;11002.0;2000.0;06 Système digestif;Médical;5.189
Anvers;11002.0;2000.0;06 Système digestif;Chirurgical;2.834
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;1.341
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;986
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;2.700
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;8.535
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;1.476
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Chirurgical;1.532
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;1.677
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;826
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Médical;2.221
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Chirurgical;1.375
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Médical;222
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Chirurgical;715
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Médical;219
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Chirurgical;1.469
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Médical;7.213
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Chirurgical;1.761
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Médical;378
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;28
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Médical;733
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Chirurgical;42
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;1.766
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;152
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Médical;1.320
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Chirurgical;114
Anvers;11002.0;2000.0;19 Troubles mentaux;Médical;799
Anvers;11002.0;2000.0;19 Troubles mentaux;Chirurgical;17
Anvers;11002.0;2000.0;20 Alcoolisme et usage de drogue;Médical;560
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;928
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;178
Anvers;11002.0;2000.0;22 Brûlures;Médical;56
Anvers;11002.0;2000.0;22 Brûlures;Chirurgical;26
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Médical;3.512
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Chirurgical;207
Anvers;11002.0;2000.0;24 Infections HIV;Médical;90
Anvers;11002.0;2000.0;25 Traumatismes multiples;Médical;40
Anvers;11002.0;2000.0;25 Traumatismes multiples;Chirurgical;48
Anvers;11002.0;2000.0;PP Pré-MDC;Chirurgical;179
Boechout;11004.0;2530.0;00 Groupe résiduel;Chirurgical;10
Boechout;11004.0;2530.0;01 Système nerveux;Médical;108
Boechout;11004.0;2530.0;01 Système nerveux;Chirurgical;12
Boechout;11004.0;2530.0;02 Affections des yeux;Médical;6
Boechout;11004.0;2530.0;02 Affections des yeux;Chirurgical;13
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Médical;60
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Chirurgical;35
Boechout;11004.0;2530.0;04 Système respiratoire;Médical;127
Boechout;11004.0;2530.0;04 Système respiratoire;Chirurgical;< 5
Boechout;11004.0;2530.0;05 Système circulatoire;Médical;135
Boechout;11004.0;2530.0;05 Système circulatoire;Chirurgical;74
Boechout;11004.0;2530.0;06 Système digestif;Médical;94
Boechout;11004.0;2530.0;06 Système digestif;Chirurgical;63
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Médical;29
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Chirurgical;17
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Médical;77
