gemeente;nis_code;postcode;mdc_apr-drg_28;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 Restgroep;Chirurgisch;20
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Medisch;140
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Chirurgisch;20
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Medisch;6
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Chirurgisch;19
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Medisch;71
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Chirurgisch;38
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Medisch;149
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Chirurgisch;5
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Medisch;157
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Chirurgisch;139
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Medisch;123
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Chirurgisch;92
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Medisch;43
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Chirurgisch;32
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Medisch;68
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;284
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Medisch;41
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Chirurgisch;48
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;48
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;9
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Medisch;65
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Chirurgisch;54
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Chirurgisch;26
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Medisch;5
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;39
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Medisch;89
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Chirurgisch;38
Aartselaar;11001.0;2630.0;15 Neonati, perinatale aandoeningen;Medisch;8
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Medisch;13
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;57
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Medisch;35
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Chirurgisch;6
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Medisch;21
Aartselaar;11001.0;2630.0;20 Alcohol en druggebruik;Medisch;8
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;27
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Aartselaar;11001.0;2630.0;22 Brandwonden;Medisch;< 5
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Medisch;97
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;5
Aartselaar;11001.0;2630.0;25 Multipele traumata;Medisch;< 5
Aartselaar;11001.0;2630.0;25 Multipele traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;PP Pre-MDC;Chirurgisch;5
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;5
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;535
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;5.037
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;602
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;158
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;628
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Medisch;3.258
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Chirurgisch;1.835
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;6.752
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;335
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;5.044
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;3.283
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;5.538
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;2.886
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Medisch;1.384
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Chirurgisch;1.136
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Medisch;2.648
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;8.774
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Medisch;1.437
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Chirurgisch;1.449
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;1.620
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;794
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Medisch;2.304
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Chirurgisch;1.287
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Medisch;218
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Chirurgisch;715
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Medisch;198
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;1.380
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Medisch;7.037
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Chirurgisch;1.810
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Medisch;390
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Chirurgisch;20
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Medisch;759
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Chirurgisch;31
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.708
