gemeente;nis_code;postcode;mdc_apr-drg_34;soort_diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 - Restgroep;Andere;0
Aartselaar;11001.0;2630.0;00 - Restgroep;Chirurgisch;28
Aartselaar;11001.0;2630.0;00 - Restgroep;Medisch;0
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Chirurgisch;23
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Medisch;133
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Chirurgisch;22
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Medisch;< 5
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Chirurgisch;53
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Medisch;109
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Chirurgisch;13
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Medisch;187
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Chirurgisch;145
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Medisch;167
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Chirurgisch;113
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Medisch;109
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Chirurgisch;39
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Medisch;42
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;286
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Medisch;70
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Chirurgisch;42
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Medisch;40
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;24
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;49
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Chirurgisch;60
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Medisch;77
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Chirurgisch;22
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Medisch;5
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;48
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Chirurgisch;29
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Medisch;113
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;0
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Medisch;7
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Chirurgisch;0
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Medisch;15
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;11
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;37
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Chirurgisch;5
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Medisch;30
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Medisch;19
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Chirurgisch;0
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Medisch;10
Aartselaar;11001.0;2630.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;14
Aartselaar;11001.0;2630.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;12
Aartselaar;11001.0;2630.0;22 - Brandwonden;Chirurgisch;0
Aartselaar;11001.0;2630.0;22 - Brandwonden;Medisch;< 5
Aartselaar;11001.0;2630.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;18
Aartselaar;11001.0;2630.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;88
Aartselaar;11001.0;2630.0;24 - HIV infecties;Chirurgisch;0
Aartselaar;11001.0;2630.0;24 - HIV infecties;Medisch;0
Aartselaar;11001.0;2630.0;25 - Multipele traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;25 - Multipele traumata;Medisch;< 5
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Andere;0
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Medisch;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Andere;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Chirurgisch;0
Aartselaar;11001.0;2630.0;SS - Speciale DRG's;Medisch;0
Antwerpen;11002.0;2000.0;00 - Restgroep;Andere;< 5
Antwerpen;11002.0;2000.0;00 - Restgroep;Chirurgisch;1.513
Antwerpen;11002.0;2000.0;00 - Restgroep;Medisch;0
Antwerpen;11002.0;2000.0;01 - Zenuwstelsel;Chirurgisch;574
Antwerpen;11002.0;2000.0;01 - Zenuwstelsel;Medisch;5.332
Antwerpen;11002.0;2000.0;02 - Oogaandoeningen;Chirurgisch;413
Antwerpen;11002.0;2000.0;02 - Oogaandoeningen;Medisch;169
Antwerpen;11002.0;2000.0;03 - Neus, keel en oren;Chirurgisch;2.142
Antwerpen;11002.0;2000.0;03 - Neus, keel en oren;Medisch;3.663
