commune;code_ins;code_postal;mdc_apr-drg_28;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;5
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;27
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;40
Aartselaar;11001.0;2630.0;02 Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;176
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;187
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;153
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;19
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;57
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;49
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;515
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;19
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;7
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Chirurgical;< 5
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;220
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;236
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;37
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;35
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;< 5
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;< 5
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;48
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;15
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;35
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;35
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;8
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;24
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;9
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;9
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;23
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;546
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Aartselaar;11001.0;2630.0;20 Alcoolisme et usage de drogue;Médical;< 5
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;348
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;19
Aartselaar;11001.0;2630.0;24 Infections HIV;Médical;< 5
Aartselaar;11001.0;2630.0;SS DRG spéciaux;Autre;8
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;201
Anvers;11002.0;2000.0;01 Système nerveux;Médical;384
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;1.202
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;45
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;7.016
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;6.912
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;6.393
Anvers;11002.0;2000.0;04 Système respiratoire;Médical;537
Anvers;11002.0;2000.0;04 Système respiratoire;Chirurgical;41
Anvers;11002.0;2000.0;05 Système circulatoire;Médical;1.276
Anvers;11002.0;2000.0;05 Système circulatoire;Chirurgical;1.097
Anvers;11002.0;2000.0;06 Système digestif;Médical;6.590
Anvers;11002.0;2000.0;06 Système digestif;Chirurgical;1.108
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;338
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;18
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;3.861
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;6.747
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;1.627
