gemeente;nis_code;postcode;mdc_apr-drg_34;soort_diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 - Restgroep;Andere;0
Aartselaar;11001.0;2630.0;00 - Restgroep;Chirurgisch;14
Aartselaar;11001.0;2630.0;00 - Restgroep;Medisch;0
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Chirurgisch;45
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Medisch;< 5
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Chirurgisch;194
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Medisch;< 5
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Chirurgisch;152
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Medisch;226
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Medisch;13
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Chirurgisch;39
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Medisch;63
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Chirurgisch;39
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Medisch;538
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Chirurgisch;0
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Medisch;11
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;208
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Medisch;17
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Chirurgisch;48
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Medisch;43
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;< 5
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Chirurgisch;28
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Medisch;44
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Chirurgisch;15
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Medisch;55
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;28
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Medisch;13
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Chirurgisch;13
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Medisch;9
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;0
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Medisch;0
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Medisch;21
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasmata;Chirurgisch;6
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasmata;Medisch;558
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Medisch;0
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Chirurgisch;0
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Medisch;0
