gemeente;nis_code;postcode;mdc_apr-drg_34;soort_diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 - Restgroep;Andere;0
Aartselaar;11001.0;2630.0;00 - Restgroep;Chirurgisch;7
Aartselaar;11001.0;2630.0;00 - Restgroep;Medisch;0
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Chirurgisch;55
Aartselaar;11001.0;2630.0;01 - Zenuwstelsel;Medisch;< 5
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Chirurgisch;205
Aartselaar;11001.0;2630.0;02 - Oogaandoeningen;Medisch;5
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Chirurgisch;124
Aartselaar;11001.0;2630.0;03 - Neus, keel en oren;Medisch;283
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Chirurgisch;0
Aartselaar;11001.0;2630.0;04 - Ademhalingsstelsel;Medisch;19
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Chirurgisch;46
Aartselaar;11001.0;2630.0;05 - Hart en vaatstelsel;Medisch;82
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Chirurgisch;40
Aartselaar;11001.0;2630.0;06 - Spijsverteringsstelsel;Medisch;552
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;07 - Lever, gal en pancreas;Medisch;9
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Chirurgisch;206
Aartselaar;11001.0;2630.0;08 - Bewegingsstelsel en bindweefsel;Medisch;19
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Chirurgisch;61
Aartselaar;11001.0;2630.0;09 - Huid, subcutis, borstklier;Medisch;39
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;10 - Endocriene, voedings- en stofwisselingsziekten;Medisch;7
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Chirurgisch;26
Aartselaar;11001.0;2630.0;11 - Nieren en urinewegen;Medisch;51
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Chirurgisch;11
Aartselaar;11001.0;2630.0;12 - Mannelijke geslachtsorganen;Medisch;62
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Chirurgisch;32
Aartselaar;11001.0;2630.0;13 - Vrouwelijke geslachtsorganen;Medisch;26
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Chirurgisch;9
Aartselaar;11001.0;2630.0;14 - Zwangerschap en bevalling;Medisch;6
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Chirurgisch;0
Aartselaar;11001.0;2630.0;15 - Neonati, perinatale aandoeningen;Medisch;0
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Chirurgisch;0
Aartselaar;11001.0;2630.0;16 - Bloed en bloedvormende organen;Medisch;30
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17 - Myeloproliferatieve ziekten en weinig gedifferentieerde neoplasma;Medisch;787
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Chirurgisch;0
Aartselaar;11001.0;2630.0;18 - Infectie en parasitaire ziekten;Medisch;< 5
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Chirurgisch;0
Aartselaar;11001.0;2630.0;19 - Psychische stoornissen;Medisch;< 5
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Chirurgisch;0
Aartselaar;11001.0;2630.0;20 - Alcohol en druggebruik;Medisch;0
Aartselaar;11001.0;2630.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;0
Aartselaar;11001.0;2630.0;21 - Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;< 5
Aartselaar;11001.0;2630.0;22 - Brandwonden;Chirurgisch;0
Aartselaar;11001.0;2630.0;22 - Brandwonden;Medisch;0
Aartselaar;11001.0;2630.0;23 - Factoren die de gezondheid beïnvloeden;Chirurgisch;39
Aartselaar;11001.0;2630.0;23 - Factoren die de gezondheid beïnvloeden;Medisch;724
Aartselaar;11001.0;2630.0;24 - HIV infecties;Chirurgisch;0
Aartselaar;11001.0;2630.0;24 - HIV infecties;Medisch;0
Aartselaar;11001.0;2630.0;25 - Multipele traumata;Chirurgisch;0
Aartselaar;11001.0;2630.0;25 - Multipele traumata;Medisch;0
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Andere;0
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Chirurgisch;0
Aartselaar;11001.0;2630.0;PP - Pre-MDC;Medisch;0
