commune;code_ins;code_postal;mdc_apr-drg_36;type_de_drg;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Autre;0
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Chirurgical;< 5
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Médical;0
Aartselaar;11001.0;2630.0;01 - Système nerveux;Chirurgical;37
Aartselaar;11001.0;2630.0;01 - Système nerveux;Médical;< 5
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Chirurgical;162
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles, crâne et face;Chirurgical;85
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles, crâne et face;Médical;224
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Médical;9
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Chirurgical;42
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Médical;69
Aartselaar;11001.0;2630.0;06 - Système digestif;Chirurgical;31
Aartselaar;11001.0;2630.0;06 - Système digestif;Médical;448
Aartselaar;11001.0;2630.0;07 - Système hépatobiliaire et pancréas;Chirurgical;< 5
Aartselaar;11001.0;2630.0;07 - Système hépatobiliaire et pancréas;Médical;9
Aartselaar;11001.0;2630.0;08 - Système musculo-squelettique et tissu conjonctif;Chirurgical;149
Aartselaar;11001.0;2630.0;08 - Système musculo-squelettique et tissu conjonctif;Médical;24
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;54
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Médical;42
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;< 5
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Médical;5
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Chirurgical;7
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Médical;50
Aartselaar;11001.0;2630.0;12 - Système reproducteur masculin;Chirurgical;< 5
Aartselaar;11001.0;2630.0;12 - Système reproducteur masculin;Médical;35
Aartselaar;11001.0;2630.0;13 - Système reproducteur féminin;Chirurgical;28
Aartselaar;11001.0;2630.0;13 - Système reproducteur féminin;Médical;9
Aartselaar;11001.0;2630.0;14 - Grossesse, accouchement et puerpéralité;Chirurgical;9
Aartselaar;11001.0;2630.0;14 - Grossesse, accouchement et puerpéralité;Médical;< 5
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Aartselaar;11001.0;2630.0;16 - Sang, organes hématopoïétiques et système immunitaire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 - Sang, organes hématopoïétiques et système immunitaire;Médical;31
Aartselaar;11001.0;2630.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Médical;816
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaire;Médical;< 5
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Chirurgical;0
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Médical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Médical;0
Aartselaar;11001.0;2630.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Chirurgical;< 5
Aartselaar;11001.0;2630.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Médical;5
Aartselaar;11001.0;2630.0;22 - Brûlures;Chirurgical;0
Aartselaar;11001.0;2630.0;22 - Brûlures;Médical;0
Aartselaar;11001.0;2630.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Chirurgical;39
Aartselaar;11001.0;2630.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Médical;631
Aartselaar;11001.0;2630.0;24 - Infections HIV;Chirurgical;0
Aartselaar;11001.0;2630.0;24 - Infections HIV;Médical;0
Aartselaar;11001.0;2630.0;25 - Polytraumatismes significatifs;Chirurgical;0
Aartselaar;11001.0;2630.0;25 - Polytraumatismes significatifs;Médical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Autre;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Chirurgical;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Médical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Autre;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Chirurgical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Médical;0
Anvers;11002.0;2000.0;00 - Groupe résiduel;Autre;< 5
Anvers;11002.0;2000.0;00 - Groupe résiduel;Chirurgical;218
Anvers;11002.0;2000.0;00 - Groupe résiduel;Médical;0
Anvers;11002.0;2000.0;01 - Système nerveux;Chirurgical;832
Anvers;11002.0;2000.0;01 - Système nerveux;Médical;175
Anvers;11002.0;2000.0;02 - Affections des yeux;Chirurgical;4.767
Anvers;11002.0;2000.0;02 - Affections des yeux;Médical;80
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles, crâne et face;Chirurgical;4.258
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles, crâne et face;Médical;7.409
Anvers;11002.0;2000.0;04 - Système respiratoire;Chirurgical;33
Anvers;11002.0;2000.0;04 - Système respiratoire;Médical;508
Anvers;11002.0;2000.0;05 - Système circulatoire;Chirurgical;837
Anvers;11002.0;2000.0;05 - Système circulatoire;Médical;2.032
Anvers;11002.0;2000.0;06 - Système digestif;Chirurgical;1.031
Anvers;11002.0;2000.0;06 - Système digestif;Médical;7.692
Anvers;11002.0;2000.0;07 - Système hépatobiliaire et pancréas;Chirurgical;65
Anvers;11002.0;2000.0;07 - Système hépatobiliaire et pancréas;Médical;375
Anvers;11002.0;2000.0;08 - Système musculo-squelettique et tissu conjonctif;Chirurgical;4.564
Anvers;11002.0;2000.0;08 - Système musculo-squelettique et tissu conjonctif;Médical;587
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;879
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Médical;1.158
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;22
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Médical;104
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Chirurgical;287
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Médical;1.749
Anvers;11002.0;2000.0;12 - Système reproducteur masculin;Chirurgical;224
Anvers;11002.0;2000.0;12 - Système reproducteur masculin;Médical;2.149
Anvers;11002.0;2000.0;13 - Système reproducteur féminin;Chirurgical;786
Anvers;11002.0;2000.0;13 - Système reproducteur féminin;Médical;581
Anvers;11002.0;2000.0;14 - Grossesse, accouchement et puerpéralité;Chirurgical;466
Anvers;11002.0;2000.0;14 - Grossesse, accouchement et puerpéralité;Médical;452
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Anvers;11002.0;2000.0;16 - Sang, organes hématopoïétiques et système immunitaire;Chirurgical;34
Anvers;11002.0;2000.0;16 - Sang, organes hématopoïétiques et système immunitaire;Médical;1.008
Anvers;11002.0;2000.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Chirurgical;70
Anvers;11002.0;2000.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Médical;17.723
Anvers;11002.0;2000.0;18 - Maladies infectieuses et parasitaire;Chirurgical;43
Anvers;11002.0;2000.0;18 - Maladies infectieuses et parasitaire;Médical;27
Anvers;11002.0;2000.0;19 - Troubles mentaux;Chirurgical;10
Anvers;11002.0;2000.0;19 - Troubles mentaux;Médical;46
Anvers;11002.0;2000.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Anvers;11002.0;2000.0;20 - Alcoolisme et usage de drogue;Médical;7
Anvers;11002.0;2000.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Chirurgical;94
Anvers;11002.0;2000.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Médical;64
Anvers;11002.0;2000.0;22 - Brûlures;Chirurgical;0
Anvers;11002.0;2000.0;22 - Brûlures;Médical;5
Anvers;11002.0;2000.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Chirurgical;1.471
Anvers;11002.0;2000.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Médical;15.794
Anvers;11002.0;2000.0;24 - Infections HIV;Chirurgical;0
Anvers;11002.0;2000.0;24 - Infections HIV;Médical;< 5
Anvers;11002.0;2000.0;25 - Polytraumatismes significatifs;Chirurgical;0
Anvers;11002.0;2000.0;25 - Polytraumatismes significatifs;Médical;0
Anvers;11002.0;2000.0;PP - Pré-MDC;Autre;0
Anvers;11002.0;2000.0;PP - Pré-MDC;Chirurgical;0
Anvers;11002.0;2000.0;PP - Pré-MDC;Médical;0
Anvers;11002.0;2000.0;SS - DRG spéciaux;Autre;0
Anvers;11002.0;2000.0;SS - DRG spéciaux;Chirurgical;0
Anvers;11002.0;2000.0;SS - DRG spéciaux;Médical;0
Boechout;11004.0;2530.0;00 - Groupe résiduel;Autre;0
Boechout;11004.0;2530.0;00 - Groupe résiduel;Chirurgical;< 5
Boechout;11004.0;2530.0;00 - Groupe résiduel;Médical;0
Boechout;11004.0;2530.0;01 - Système nerveux;Chirurgical;29
Boechout;11004.0;2530.0;01 - Système nerveux;Médical;5
Boechout;11004.0;2530.0;02 - Affections des yeux;Chirurgical;123
Boechout;11004.0;2530.0;02 - Affections des yeux;Médical;< 5
Boechout;11004.0;2530.0;03 - Nez, gorge, oreilles, crâne et face;Chirurgical;89
Boechout;11004.0;2530.0;03 - Nez, gorge, oreilles, crâne et face;Médical;168
Boechout;11004.0;2530.0;04 - Système respiratoire;Chirurgical;< 5
Boechout;11004.0;2530.0;04 - Système respiratoire;Médical;11
Boechout;11004.0;2530.0;05 - Système circulatoire;Chirurgical;26
Boechout;11004.0;2530.0;05 - Système circulatoire;Médical;56
Boechout;11004.0;2530.0;06 - Système digestif;Chirurgical;45
Boechout;11004.0;2530.0;06 - Système digestif;Médical;290
Boechout;11004.0;2530.0;07 - Système hépatobiliaire et pancréas;Chirurgical;6
Boechout;11004.0;2530.0;07 - Système hépatobiliaire et pancréas;Médical;9
Boechout;11004.0;2530.0;08 - Système musculo-squelettique et tissu conjonctif;Chirurgical;148
Boechout;11004.0;2530.0;08 - Système musculo-squelettique et tissu conjonctif;Médical;17
Boechout;11004.0;2530.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;23
Boechout;11004.0;2530.0;09 - Peau, tissu sous-cutané, sein;Médical;35
Boechout;11004.0;2530.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;< 5
Boechout;11004.0;2530.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Médical;< 5
Boechout;11004.0;2530.0;11 - Reins et voies urinaires;Chirurgical;13
Boechout;11004.0;2530.0;11 - Reins et voies urinaires;Médical;42
Boechout;11004.0;2530.0;12 - Système reproducteur masculin;Chirurgical;8
Boechout;11004.0;2530.0;12 - Système reproducteur masculin;Médical;33
Boechout;11004.0;2530.0;13 - Système reproducteur féminin;Chirurgical;36
Boechout;11004.0;2530.0;13 - Système reproducteur féminin;Médical;20
Boechout;11004.0;2530.0;14 - Grossesse, accouchement et puerpéralité;Chirurgical;10
Boechout;11004.0;2530.0;14 - Grossesse, accouchement et puerpéralité;Médical;9
Boechout;11004.0;2530.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Boechout;11004.0;2530.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Boechout;11004.0;2530.0;16 - Sang, organes hématopoïétiques et système immunitaire;Chirurgical;0
Boechout;11004.0;2530.0;16 - Sang, organes hématopoïétiques et système immunitaire;Médical;47
Boechout;11004.0;2530.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Chirurgical;< 5
Boechout;11004.0;2530.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Médical;486
Boechout;11004.0;2530.0;18 - Maladies infectieuses et parasitaire;Chirurgical;< 5
Boechout;11004.0;2530.0;18 - Maladies infectieuses et parasitaire;Médical;< 5
Boechout;11004.0;2530.0;19 - Troubles mentaux;Chirurgical;0
Boechout;11004.0;2530.0;19 - Troubles mentaux;Médical;< 5
Boechout;11004.0;2530.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Boechout;11004.0;2530.0;20 - Alcoolisme et usage de drogue;Médical;0
Boechout;11004.0;2530.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Chirurgical;< 5
Boechout;11004.0;2530.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Médical;6
Boechout;11004.0;2530.0;22 - Brûlures;Chirurgical;0
Boechout;11004.0;2530.0;22 - Brûlures;Médical;0
Boechout;11004.0;2530.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Chirurgical;30
Boechout;11004.0;2530.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Médical;460
Boechout;11004.0;2530.0;24 - Infections HIV;Chirurgical;0
Boechout;11004.0;2530.0;24 - Infections HIV;Médical;0
Boechout;11004.0;2530.0;25 - Polytraumatismes significatifs;Chirurgical;0
Boechout;11004.0;2530.0;25 - Polytraumatismes significatifs;Médical;0
Boechout;11004.0;2530.0;PP - Pré-MDC;Autre;0
Boechout;11004.0;2530.0;PP - Pré-MDC;Chirurgical;0
Boechout;11004.0;2530.0;PP - Pré-MDC;Médical;0
Boechout;11004.0;2530.0;SS - DRG spéciaux;Autre;0
Boechout;11004.0;2530.0;SS - DRG spéciaux;Chirurgical;0
Boechout;11004.0;2530.0;SS - DRG spéciaux;Médical;0
Boom;11005.0;2850.0;00 - Groupe résiduel;Autre;0
Boom;11005.0;2850.0;00 - Groupe résiduel;Chirurgical;8
Boom;11005.0;2850.0;00 - Groupe résiduel;Médical;0
Boom;11005.0;2850.0;01 - Système nerveux;Chirurgical;51
Boom;11005.0;2850.0;01 - Système nerveux;Médical;< 5
Boom;11005.0;2850.0;02 - Affections des yeux;Chirurgical;179
Boom;11005.0;2850.0;02 - Affections des yeux;Médical;< 5
Boom;11005.0;2850.0;03 - Nez, gorge, oreilles, crâne et face;Chirurgical;113
Boom;11005.0;2850.0;03 - Nez, gorge, oreilles, crâne et face;Médical;331
Boom;11005.0;2850.0;04 - Système respiratoire;Chirurgical;< 5
Boom;11005.0;2850.0;04 - Système respiratoire;Médical;15
Boom;11005.0;2850.0;05 - Système circulatoire;Chirurgical;58
Boom;11005.0;2850.0;05 - Système circulatoire;Médical;66
Boom;11005.0;2850.0;06 - Système digestif;Chirurgical;41
Boom;11005.0;2850.0;06 - Système digestif;Médical;513
Boom;11005.0;2850.0;07 - Système hépatobiliaire et pancréas;Chirurgical;< 5
Boom;11005.0;2850.0;07 - Système hépatobiliaire et pancréas;Médical;9
Boom;11005.0;2850.0;08 - Système musculo-squelettique et tissu conjonctif;Chirurgical;230
Boom;11005.0;2850.0;08 - Système musculo-squelettique et tissu conjonctif;Médical;11
Boom;11005.0;2850.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;70
Boom;11005.0;2850.0;09 - Peau, tissu sous-cutané, sein;Médical;55
Boom;11005.0;2850.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;0
Boom;11005.0;2850.0;10 - Maladies endocriniennes, nutritives et du métabolisme;Médical;5
Boom;11005.0;2850.0;11 - Reins et voies urinaires;Chirurgical;6
Boom;11005.0;2850.0;11 - Reins et voies urinaires;Médical;52
Boom;11005.0;2850.0;12 - Système reproducteur masculin;Chirurgical;14
Boom;11005.0;2850.0;12 - Système reproducteur masculin;Médical;92
Boom;11005.0;2850.0;13 - Système reproducteur féminin;Chirurgical;23
Boom;11005.0;2850.0;13 - Système reproducteur féminin;Médical;17
Boom;11005.0;2850.0;14 - Grossesse, accouchement et puerpéralité;Chirurgical;21
Boom;11005.0;2850.0;14 - Grossesse, accouchement et puerpéralité;Médical;7
Boom;11005.0;2850.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Boom;11005.0;2850.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;0
Boom;11005.0;2850.0;16 - Sang, organes hématopoïétiques et système immunitaire;Chirurgical;< 5
Boom;11005.0;2850.0;16 - Sang, organes hématopoïétiques et système immunitaire;Médical;49
Boom;11005.0;2850.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Chirurgical;< 5
Boom;11005.0;2850.0;17 - Affections malignes lymphatiques, hématopoïétiques et autres, chimiothérapie et radiothérapie;Médical;634
Boom;11005.0;2850.0;18 - Maladies infectieuses et parasitaire;Chirurgical;< 5
Boom;11005.0;2850.0;18 - Maladies infectieuses et parasitaire;Médical;< 5
Boom;11005.0;2850.0;19 - Troubles mentaux;Chirurgical;0
Boom;11005.0;2850.0;19 - Troubles mentaux;Médical;< 5
Boom;11005.0;2850.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Boom;11005.0;2850.0;20 - Alcoolisme et usage de drogue;Médical;0
Boom;11005.0;2850.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Chirurgical;< 5
Boom;11005.0;2850.0;21 - Empoisonnements, effets toxiques, autres traumatismes et complications de traitement;Médical;< 5
Boom;11005.0;2850.0;22 - Brûlures;Chirurgical;0
Boom;11005.0;2850.0;22 - Brûlures;Médical;0
Boom;11005.0;2850.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Chirurgical;41
Boom;11005.0;2850.0;23 - Revalidation, soins de suite, autres facteurs influençant la santé;Médical;783
Boom;11005.0;2850.0;24 - Infections HIV;Chirurgical;0
Boom;11005.0;2850.0;24 - Infections HIV;Médical;< 5
Boom;11005.0;2850.0;25 - Polytraumatismes significatifs;Chirurgical;0
Boom;11005.0;2850.0;25 - Polytraumatismes significatifs;Médical;0
Boom;11005.0;2850.0;PP - Pré-MDC;Autre;0
