commune;code_ins;code_postal;mdc_apr-drg_28;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;15
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;153
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;20
Aartselaar;11001.0;2630.0;02 Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;19
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;75
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;40
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;164
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;11
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;164
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;126
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;150
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;107
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;44
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Chirurgical;37
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;79
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;306
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;39
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;52
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;36
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;16
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;57
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;51
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;10
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;26
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;< 5
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;37
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;107
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;19
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Médical;7
Aartselaar;11001.0;2630.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;17
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;44
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;7
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Médical;33
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Aartselaar;11001.0;2630.0;19 Troubles mentaux;Médical;17
Aartselaar;11001.0;2630.0;20 Alcoolisme et usage de drogue;Médical;9
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;28
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;9
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;89
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;6
Aartselaar;11001.0;2630.0;25 Traumatismes multiples;Médical;< 5
Aartselaar;11001.0;2630.0;PP Pré-MDC;Chirurgical;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Autre;7
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;516
Anvers;11002.0;2000.0;01 Système nerveux;Médical;5.099
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;542
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;137
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;538
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;3.105
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;1.924
