gemeente;nis_code;postcode;mdc_apr-drg_28;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 Restgroep;Andere;< 5
Aartselaar;11001.0;2630.0;00 Restgroep;Chirurgisch;15
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Medisch;153
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Chirurgisch;31
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Medisch;6
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Chirurgisch;22
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Medisch;84
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Chirurgisch;47
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Medisch;174
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Chirurgisch;6
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Medisch;196
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Chirurgisch;132
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Medisch;138
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Chirurgisch;101
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Medisch;50
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Chirurgisch;31
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Medisch;89
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;277
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Medisch;37
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Chirurgisch;40
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;54
Aartselaar;11001.0;2630.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;20
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Medisch;63
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Chirurgisch;40
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Medisch;5
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Chirurgisch;31
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;56
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Medisch;107
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Chirurgisch;22
Aartselaar;11001.0;2630.0;15 Neonati, perinatale aandoeningen;Medisch;5
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Medisch;18
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;57
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Medisch;37
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;19 Psychische stoornissen;Medisch;11
Aartselaar;11001.0;2630.0;20 Alcohol en druggebruik;Medisch;8
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;14
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;9
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Medisch;91
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;6
Aartselaar;11001.0;2630.0;25 Multipele traumata;Medisch;5
Aartselaar;11001.0;2630.0;25 Multipele traumata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;PP Pre-MDC;Chirurgisch;8
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;5
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;575
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;4.904
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;607
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Medisch;187
Antwerpen;11002.0;2000.0;02 Oogaandoeningen;Chirurgisch;593
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Medisch;3.089
Antwerpen;11002.0;2000.0;03 Neus, keel en oren;Chirurgisch;1.850
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Medisch;6.600
Antwerpen;11002.0;2000.0;04 Ademhalingsstelsel;Chirurgisch;357
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Medisch;5.178
Antwerpen;11002.0;2000.0;05 Hart en vaatstelsel;Chirurgisch;3.330
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Medisch;5.428
Antwerpen;11002.0;2000.0;06 Spijsverteringsstelsel;Chirurgisch;2.891
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Medisch;1.284
Antwerpen;11002.0;2000.0;07 Lever, gal en pancreas;Chirurgisch;1.075
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Medisch;2.652
Antwerpen;11002.0;2000.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;8.655
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Medisch;1.508
Antwerpen;11002.0;2000.0;09 Huid, subcutis, borstklier;Chirurgisch;1.402
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;1.670
Antwerpen;11002.0;2000.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;848
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Medisch;2.283
Antwerpen;11002.0;2000.0;11 Nieren en urinewegen;Chirurgisch;1.348
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Medisch;228
Antwerpen;11002.0;2000.0;12 Mannelijke geslachtsorganen;Chirurgisch;718
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Medisch;179
Antwerpen;11002.0;2000.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;1.305
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Medisch;7.380
Antwerpen;11002.0;2000.0;14 Zwangerschap en bevalling;Chirurgisch;1.920
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Medisch;412
Antwerpen;11002.0;2000.0;15 Neonati, perinatale aandoeningen;Chirurgisch;27
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Medisch;848
Antwerpen;11002.0;2000.0;16 Bloed en bloedvormende organen;Chirurgisch;51
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;1.967
Antwerpen;11002.0;2000.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;160
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Medisch;1.322
Antwerpen;11002.0;2000.0;18 Infectie en parasitaire ziekten;Chirurgisch;138
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Medisch;743
Antwerpen;11002.0;2000.0;19 Psychische stoornissen;Chirurgisch;14
Antwerpen;11002.0;2000.0;20 Alcohol en druggebruik;Medisch;526
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;879
Antwerpen;11002.0;2000.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;192
Antwerpen;11002.0;2000.0;22 Brandwonden;Medisch;62
Antwerpen;11002.0;2000.0;22 Brandwonden;Chirurgisch;19
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Medisch;3.716
Antwerpen;11002.0;2000.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;191
Antwerpen;11002.0;2000.0;24 HIV infecties;Medisch;70
Antwerpen;11002.0;2000.0;25 Multipele traumata;Medisch;39
Antwerpen;11002.0;2000.0;25 Multipele traumata;Chirurgisch;46
Antwerpen;11002.0;2000.0;PP Pre-MDC;Chirurgisch;202
Boechout;11004.0;2530.0;00 Restgroep;Chirurgisch;7
Boechout;11004.0;2530.0;01 Zenuwstelsel;Medisch;101
Boechout;11004.0;2530.0;01 Zenuwstelsel;Chirurgisch;16
Boechout;11004.0;2530.0;02 Oogaandoeningen;Medisch;6
Boechout;11004.0;2530.0;02 Oogaandoeningen;Chirurgisch;9
Boechout;11004.0;2530.0;03 Neus, keel en oren;Medisch;65
Boechout;11004.0;2530.0;03 Neus, keel en oren;Chirurgisch;38
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Medisch;141
Boechout;11004.0;2530.0;04 Ademhalingsstelsel;Chirurgisch;6
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Medisch;123
Boechout;11004.0;2530.0;05 Hart en vaatstelsel;Chirurgisch;75
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Medisch;104
Boechout;11004.0;2530.0;06 Spijsverteringsstelsel;Chirurgisch;72
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Medisch;23
Boechout;11004.0;2530.0;07 Lever, gal en pancreas;Chirurgisch;19
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Medisch;57
Boechout;11004.0;2530.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;248
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Medisch;38
Boechout;11004.0;2530.0;09 Huid, subcutis, borstklier;Chirurgisch;37
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Medisch;23
Boechout;11004.0;2530.0;10 Endocriene, voedings- en stofwisselingsziekten;Chirurgisch;17
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Medisch;45
Boechout;11004.0;2530.0;11 Nieren en urinewegen;Chirurgisch;40
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;12 Mannelijke geslachtsorganen;Chirurgisch;20
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Medisch;< 5
Boechout;11004.0;2530.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;37
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Medisch;109
Boechout;11004.0;2530.0;14 Zwangerschap en bevalling;Chirurgisch;29
Boechout;11004.0;2530.0;15 Neonati, perinatale aandoeningen;Medisch;9
Boechout;11004.0;2530.0;16 Bloed en bloedvormende organen;Medisch;13
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;60
Boechout;11004.0;2530.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;7
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Medisch;30
Boechout;11004.0;2530.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Boechout;11004.0;2530.0;19 Psychische stoornissen;Medisch;20
Boechout;11004.0;2530.0;20 Alcohol en druggebruik;Medisch;8
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;15
Boechout;11004.0;2530.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;7
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Medisch;54
Boechout;11004.0;2530.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;< 5
Boechout;11004.0;2530.0;25 Multipele traumata;Chirurgisch;< 5
