commune;code_ins;code_postal;mdc_apr-drg_36;type_de_drg;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe residuel;Autre;0
Aartselaar;11001.0;2630.0;00 Groupe residuel;Chirurgical;18
Aartselaar;11001.0;2630.0;00 Groupe residuel;Médical;0
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;26
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;147
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;14
Aartselaar;11001.0;2630.0;02 Affections des yeux;Médical;< 5
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles, crâne et face;Chirurgical;44
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles, crâne et face;Médical;92
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;8
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;143
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;126
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;147
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;97
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;117
Aartselaar;11001.0;2630.0;07 Système hépatobiliaire et pancréas;Chirurgical;26
Aartselaar;11001.0;2630.0;07 Système hépatobiliaire et pancréas;Médical;30
Aartselaar;11001.0;2630.0;08 Système musculo-squelettique et tissu conjonctif;Chirurgical;229
Aartselaar;11001.0;2630.0;08 Système musculo-squelettique et tissu conjonctif;Médical;67
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;40
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;27
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;22
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;35
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;36
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;64
Aartselaar;11001.0;2630.0;12 Système reproducteur masculin;Chirurgical;30
Aartselaar;11001.0;2630.0;12 Système reproducteur masculin;Médical;8
