commune;code_ins;code_postal;mdc_apr-drg_34;type_de_diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Autre;0
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Chirurgical;32
Aartselaar;11001.0;2630.0;00 - Groupe résiduel;Médical;0
Aartselaar;11001.0;2630.0;01 - Système nerveux;Chirurgical;24
Aartselaar;11001.0;2630.0;01 - Système nerveux;Médical;154
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Chirurgical;16
Aartselaar;11001.0;2630.0;02 - Affections des yeux;Médical;5
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Chirurgical;40
Aartselaar;11001.0;2630.0;03 - Nez, gorge, oreilles;Médical;116
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Chirurgical;9
Aartselaar;11001.0;2630.0;04 - Système respiratoire;Médical;149
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Chirurgical;172
Aartselaar;11001.0;2630.0;05 - Système circulatoire;Médical;142
Aartselaar;11001.0;2630.0;06 - Système digestif;Chirurgical;77
Aartselaar;11001.0;2630.0;06 - Système digestif;Médical;120
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Chirurgical;32
Aartselaar;11001.0;2630.0;07 - Foie, bile et pancréas;Médical;43
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Chirurgical;294
Aartselaar;11001.0;2630.0;08 - Système musculaire et tissu conjonctif;Médical;78
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;41
Aartselaar;11001.0;2630.0;09 - Peau, tissu sous-cutané, sein;Médical;36
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;26
Aartselaar;11001.0;2630.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;52
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Chirurgical;57
Aartselaar;11001.0;2630.0;11 - Reins et voies urinaires;Médical;71
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Chirurgical;28
Aartselaar;11001.0;2630.0;12 - Organes génitaux masculins;Médical;8
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Chirurgical;32
Aartselaar;11001.0;2630.0;13 - Organes génitaux féminins;Médical;< 5
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Chirurgical;26
Aartselaar;11001.0;2630.0;14 - Grossesse et accouchement;Médical;99
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;0
Aartselaar;11001.0;2630.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;7
Aartselaar;11001.0;2630.0;16 - Sang et organes hématopoïétiques;Chirurgical;0
Aartselaar;11001.0;2630.0;16 - Sang et organes hématopoïétiques;Médical;11
Aartselaar;11001.0;2630.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;5
Aartselaar;11001.0;2630.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;35
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaires;Chirurgical;6
Aartselaar;11001.0;2630.0;18 - Maladies infectieuses et parasitaires;Médical;44
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Chirurgical;< 5
Aartselaar;11001.0;2630.0;19 - Troubles mentaux;Médical;19
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Aartselaar;11001.0;2630.0;20 - Alcoolisme et usage de drogue;Médical;7
Aartselaar;11001.0;2630.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;5
Aartselaar;11001.0;2630.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;24
Aartselaar;11001.0;2630.0;22 - Brûlures;Chirurgical;0
Aartselaar;11001.0;2630.0;22 - Brûlures;Médical;0
Aartselaar;11001.0;2630.0;23 - Facteurs influençant la santé;Chirurgical;13
Aartselaar;11001.0;2630.0;23 - Facteurs influençant la santé;Médical;48
Aartselaar;11001.0;2630.0;24 - Infections HIV;Chirurgical;0
Aartselaar;11001.0;2630.0;24 - Infections HIV;Médical;0
Aartselaar;11001.0;2630.0;25 - Traumatismes multiples;Chirurgical;< 5
Aartselaar;11001.0;2630.0;25 - Traumatismes multiples;Médical;< 5
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Autre;0
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Chirurgical;< 5
Aartselaar;11001.0;2630.0;PP - Pré-MDC;Médical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Autre;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Chirurgical;0
Aartselaar;11001.0;2630.0;SS - DRG spéciaux;Médical;0
Anvers;11002.0;2000.0;00 - Groupe résiduel;Autre;< 5
Anvers;11002.0;2000.0;00 - Groupe résiduel;Chirurgical;1.490
Anvers;11002.0;2000.0;00 - Groupe résiduel;Médical;0
Anvers;11002.0;2000.0;01 - Système nerveux;Chirurgical;560
Anvers;11002.0;2000.0;01 - Système nerveux;Médical;4.907
Anvers;11002.0;2000.0;02 - Affections des yeux;Chirurgical;441
Anvers;11002.0;2000.0;02 - Affections des yeux;Médical;157
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles;Chirurgical;2.123
Anvers;11002.0;2000.0;03 - Nez, gorge, oreilles;Médical;4.003
Anvers;11002.0;2000.0;04 - Système respiratoire;Chirurgical;365
Anvers;11002.0;2000.0;04 - Système respiratoire;Médical;5.905
Anvers;11002.0;2000.0;05 - Système circulatoire;Chirurgical;3.727
Anvers;11002.0;2000.0;05 - Système circulatoire;Médical;4.284
Anvers;11002.0;2000.0;06 - Système digestif;Chirurgical;2.841
Anvers;11002.0;2000.0;06 - Système digestif;Médical;5.060
Anvers;11002.0;2000.0;07 - Foie, bile et pancréas;Chirurgical;1.185
Anvers;11002.0;2000.0;07 - Foie, bile et pancréas;Médical;1.280
Anvers;11002.0;2000.0;08 - Système musculaire et tissu conjonctif;Chirurgical;7.938
Anvers;11002.0;2000.0;08 - Système musculaire et tissu conjonctif;Médical;2.276
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;1.292
Anvers;11002.0;2000.0;09 - Peau, tissu sous-cutané, sein;Médical;1.371
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;786
Anvers;11002.0;2000.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;1.563
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Chirurgical;1.212
Anvers;11002.0;2000.0;11 - Reins et voies urinaires;Médical;2.431
Anvers;11002.0;2000.0;12 - Organes génitaux masculins;Chirurgical;668
Anvers;11002.0;2000.0;12 - Organes génitaux masculins;Médical;258
Anvers;11002.0;2000.0;13 - Organes génitaux féminins;Chirurgical;991
Anvers;11002.0;2000.0;13 - Organes génitaux féminins;Médical;150
Anvers;11002.0;2000.0;14 - Grossesse et accouchement;Chirurgical;2.006
Anvers;11002.0;2000.0;14 - Grossesse et accouchement;Médical;6.414
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;26
Anvers;11002.0;2000.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;378
Anvers;11002.0;2000.0;16 - Sang et organes hématopoïétiques;Chirurgical;39
Anvers;11002.0;2000.0;16 - Sang et organes hématopoïétiques;Médical;747
Anvers;11002.0;2000.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;162
Anvers;11002.0;2000.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;1.432
Anvers;11002.0;2000.0;18 - Maladies infectieuses et parasitaires;Chirurgical;290
Anvers;11002.0;2000.0;18 - Maladies infectieuses et parasitaires;Médical;1.580
Anvers;11002.0;2000.0;19 - Troubles mentaux;Chirurgical;51
Anvers;11002.0;2000.0;19 - Troubles mentaux;Médical;792
Anvers;11002.0;2000.0;20 - Alcoolisme et usage de drogue;Chirurgical;0
Anvers;11002.0;2000.0;20 - Alcoolisme et usage de drogue;Médical;792
Anvers;11002.0;2000.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;191
Anvers;11002.0;2000.0;21 - Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;878
Anvers;11002.0;2000.0;22 - Brûlures;Chirurgical;23
Anvers;11002.0;2000.0;22 - Brûlures;Médical;42
Anvers;11002.0;2000.0;23 - Facteurs influençant la santé;Chirurgical;402
Anvers;11002.0;2000.0;23 - Facteurs influençant la santé;Médical;2.385
Anvers;11002.0;2000.0;24 - Infections HIV;Chirurgical;0
Anvers;11002.0;2000.0;24 - Infections HIV;Médical;72
Anvers;11002.0;2000.0;25 - Traumatismes multiples;Chirurgical;79
Anvers;11002.0;2000.0;25 - Traumatismes multiples;Médical;63
Anvers;11002.0;2000.0;PP - Pré-MDC;Autre;0
Anvers;11002.0;2000.0;PP - Pré-MDC;Chirurgical;184
Anvers;11002.0;2000.0;PP - Pré-MDC;Médical;0
Anvers;11002.0;2000.0;SS - DRG spéciaux;Autre;0
Anvers;11002.0;2000.0;SS - DRG spéciaux;Chirurgical;0
Anvers;11002.0;2000.0;SS - DRG spéciaux;Médical;0
Boechout;11004.0;2530.0;00 - Groupe résiduel;Autre;0
Boechout;11004.0;2530.0;00 - Groupe résiduel;Chirurgical;36
Boechout;11004.0;2530.0;00 - Groupe résiduel;Médical;0
Boechout;11004.0;2530.0;01 - Système nerveux;Chirurgical;14
Boechout;11004.0;2530.0;01 - Système nerveux;Médical;131
Boechout;11004.0;2530.0;02 - Affections des yeux;Chirurgical;17
Boechout;11004.0;2530.0;02 - Affections des yeux;Médical;< 5
Boechout;11004.0;2530.0;03 - Nez, gorge, oreilles;Chirurgical;64
Boechout;11004.0;2530.0;03 - Nez, gorge, oreilles;Médical;102
Boechout;11004.0;2530.0;04 - Système respiratoire;Chirurgical;12
Boechout;11004.0;2530.0;04 - Système respiratoire;Médical;142
Boechout;11004.0;2530.0;05 - Système circulatoire;Chirurgical;110
Boechout;11004.0;2530.0;05 - Système circulatoire;Médical;110
Boechout;11004.0;2530.0;06 - Système digestif;Chirurgical;81
Boechout;11004.0;2530.0;06 - Système digestif;Médical;124
Boechout;11004.0;2530.0;07 - Foie, bile et pancréas;Chirurgical;28
Boechout;11004.0;2530.0;07 - Foie, bile et pancréas;Médical;22
Boechout;11004.0;2530.0;08 - Système musculaire et tissu conjonctif;Chirurgical;283
Boechout;11004.0;2530.0;08 - Système musculaire et tissu conjonctif;Médical;72
Boechout;11004.0;2530.0;09 - Peau, tissu sous-cutané, sein;Chirurgical;46
Boechout;11004.0;2530.0;09 - Peau, tissu sous-cutané, sein;Médical;37
Boechout;11004.0;2530.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Chirurgical;13
Boechout;11004.0;2530.0;10 - Maladies endocriniennes, nutritionnelles et métaboliques;Médical;23
Boechout;11004.0;2530.0;11 - Reins et voies urinaires;Chirurgical;32
Boechout;11004.0;2530.0;11 - Reins et voies urinaires;Médical;58
Boechout;11004.0;2530.0;12 - Organes génitaux masculins;Chirurgical;19
Boechout;11004.0;2530.0;12 - Organes génitaux masculins;Médical;7
Boechout;11004.0;2530.0;13 - Organes génitaux féminins;Chirurgical;29
Boechout;11004.0;2530.0;13 - Organes génitaux féminins;Médical;< 5
Boechout;11004.0;2530.0;14 - Grossesse et accouchement;Chirurgical;42
Boechout;11004.0;2530.0;14 - Grossesse et accouchement;Médical;83
Boechout;11004.0;2530.0;15 - Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Boechout;11004.0;2530.0;15 - Nouveau-nés, affections d'origine périnatale;Médical;< 5
Boechout;11004.0;2530.0;16 - Sang et organes hématopoïétiques;Chirurgical;< 5
Boechout;11004.0;2530.0;16 - Sang et organes hématopoïétiques;Médical;27
Boechout;11004.0;2530.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;5
Boechout;11004.0;2530.0;17 - Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;57
Boechout;11004.0;2530.0;18 - Maladies infectieuses et parasitaires;Chirurgical;< 5
Boechout;11004.0;2530.0;18 - Maladies infectieuses et parasitaires;Médical;42
