commune;code_ins;code_postal;mdc;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;7
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;12
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;26
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;170
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;185
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;159
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;12
Aartselaar;11001.0;2630.0;04 Système respiratoire;Chirurgical;< 5
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;21
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;44
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;348
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;19
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;< 5
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;299
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;196
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;7
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;60
Aartselaar;11001.0;2630.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;< 5
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;47
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;8
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;31
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;32
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;5
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;47
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;5
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;11
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;15
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;240
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Médical;< 5
Aartselaar;11001.0;2630.0;18 Maladies infectieuses et parasitaires;Chirurgical;< 5
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;7
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;102
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;24
Aartselaar;11001.0;2630.0;SS DRG spéciaux;Autre;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Autre;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;170
Anvers;11002.0;2000.0;01 Système nerveux;Médical;597
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;891
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;25
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;6 588
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;5 111
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;5 582
Anvers;11002.0;2000.0;04 Système respiratoire;Médical;363
Anvers;11002.0;2000.0;04 Système respiratoire;Chirurgical;63
Anvers;11002.0;2000.0;05 Système circulatoire;Médical;438
Anvers;11002.0;2000.0;05 Système circulatoire;Chirurgical;944
Anvers;11002.0;2000.0;06 Système digestif;Médical;5 434
Anvers;11002.0;2000.0;06 Système digestif;Chirurgical;868
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;256
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;13
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;10 779
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;5 963
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;481
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Chirurgical;1 821
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;67
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;21
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Médical;1 017
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Chirurgical;296
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Médical;639
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Chirurgical;2 209
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Médical;91
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Chirurgical;1 883
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Médical;447
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Chirurgical;866
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Médical;53
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Chirurgical;< 5
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Médical;1 376
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Chirurgical;70
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;13 276
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;77
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Médical;26
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Chirurgical;12
Anvers;11002.0;2000.0;19 Troubles mentaux;Médical;30
Anvers;11002.0;2000.0;19 Troubles mentaux;Chirurgical;< 5
Anvers;11002.0;2000.0;20 Alcoolisme et usage de drogue;Médical;56
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;166
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;175
Anvers;11002.0;2000.0;22 Brûlures;Médical;5
Anvers;11002.0;2000.0;22 Brûlures;Chirurgical;6
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Médical;1 999
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Chirurgical;881
Anvers;11002.0;2000.0;24 Infections HIV;Médical;14
Anvers;11002.0;2000.0;24 Infections HIV;Chirurgical;< 5
Anvers;11002.0;2000.0;SS DRG spéciaux;Autre;39
Anvers;11002.0;2000.0;p3 Pré-MDC : trachéostomie;Chirurgical;< 5
Boechout;11004.0;2530.0;00 Groupe résiduel;Chirurgical;7
Boechout;11004.0;2530.0;01 Système nerveux;Médical;21
Boechout;11004.0;2530.0;01 Système nerveux;Chirurgical;36
Boechout;11004.0;2530.0;02 Affections des yeux;Chirurgical;141
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Médical;147
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Chirurgical;154
Boechout;11004.0;2530.0;04 Système respiratoire;Médical;< 5
Boechout;11004.0;2530.0;04 Système respiratoire;Chirurgical;< 5
Boechout;11004.0;2530.0;05 Système circulatoire;Médical;16
