commune;code_ins;code_postal;mdc_apr-drg_28;diagnostic;nombre_de_séjours
Aartselaar;11001.0;2630.0;00 Groupe résiduel;Chirurgical;7
Aartselaar;11001.0;2630.0;01 Système nerveux;Médical;13
Aartselaar;11001.0;2630.0;01 Système nerveux;Chirurgical;34
Aartselaar;11001.0;2630.0;02 Affections des yeux;Chirurgical;187
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Médical;191
Aartselaar;11001.0;2630.0;03 Nez, gorge, oreilles;Chirurgical;160
Aartselaar;11001.0;2630.0;04 Système respiratoire;Médical;22
Aartselaar;11001.0;2630.0;05 Système circulatoire;Médical;46
Aartselaar;11001.0;2630.0;05 Système circulatoire;Chirurgical;37
Aartselaar;11001.0;2630.0;06 Système digestif;Médical;439
Aartselaar;11001.0;2630.0;06 Système digestif;Chirurgical;20
Aartselaar;11001.0;2630.0;07 Foie, bile et pancréas;Médical;8
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Médical;207
Aartselaar;11001.0;2630.0;08 Système musculaire et tissu conjonctif;Chirurgical;229
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Médical;33
Aartselaar;11001.0;2630.0;09 Peau, tissu sous-cutané, sein;Chirurgical;35
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Médical;57
Aartselaar;11001.0;2630.0;11 Reins et voies urinaires;Chirurgical;11
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Médical;41
Aartselaar;11001.0;2630.0;12 Organes génitaux masculins;Chirurgical;23
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Médical;12
Aartselaar;11001.0;2630.0;13 Organes génitaux féminins;Chirurgical;28
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Médical;< 5
Aartselaar;11001.0;2630.0;14 Grossesse et accouchement;Chirurgical;14
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Médical;27
Aartselaar;11001.0;2630.0;16 Sang et organes hématopoïétiques;Chirurgical;< 5
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;548
Aartselaar;11001.0;2630.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Aartselaar;11001.0;2630.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;5
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Médical;312
Aartselaar;11001.0;2630.0;23 Facteurs influençant la santé;Chirurgical;26
Aartselaar;11001.0;2630.0;SS DRG spéciaux;Autre;< 5
Anvers;11002.0;2000.0;00 Groupe résiduel;Chirurgical;184
Anvers;11002.0;2000.0;01 Système nerveux;Médical;429
Anvers;11002.0;2000.0;01 Système nerveux;Chirurgical;1.078
Anvers;11002.0;2000.0;02 Affections des yeux;Médical;49
Anvers;11002.0;2000.0;02 Affections des yeux;Chirurgical;6.710
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Médical;6.497
Anvers;11002.0;2000.0;03 Nez, gorge, oreilles;Chirurgical;6.435
Anvers;11002.0;2000.0;04 Système respiratoire;Médical;438
Anvers;11002.0;2000.0;04 Système respiratoire;Chirurgical;40
Anvers;11002.0;2000.0;05 Système circulatoire;Médical;1.091
Anvers;11002.0;2000.0;05 Système circulatoire;Chirurgical;1.053
Anvers;11002.0;2000.0;06 Système digestif;Médical;6.319
Anvers;11002.0;2000.0;06 Système digestif;Chirurgical;1.152
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Médical;383
Anvers;11002.0;2000.0;07 Foie, bile et pancréas;Chirurgical;23
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Médical;3.909
Anvers;11002.0;2000.0;08 Système musculaire et tissu conjonctif;Chirurgical;6.284
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Médical;1.579
Anvers;11002.0;2000.0;09 Peau, tissu sous-cutané, sein;Chirurgical;1.141
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;74
Anvers;11002.0;2000.0;10 Maladies endocriniennes, nutritives et du métabolisme;Chirurgical;9
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Médical;1.270
Anvers;11002.0;2000.0;11 Reins et voies urinaires;Chirurgical;307
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Médical;720
Anvers;11002.0;2000.0;12 Organes génitaux masculins;Chirurgical;2.608
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Médical;597
Anvers;11002.0;2000.0;13 Organes génitaux féminins;Chirurgical;1.331
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Médical;341
Anvers;11002.0;2000.0;14 Grossesse et accouchement;Chirurgical;855
Anvers;11002.0;2000.0;15 Nouveau-nés, affections d'origine périnatale;Médical;5
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Médical;1.087
Anvers;11002.0;2000.0;16 Sang et organes hématopoïétiques;Chirurgical;37
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;15.109
Anvers;11002.0;2000.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;72
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Médical;27
Anvers;11002.0;2000.0;18 Maladies infectieuses et parasitaires;Chirurgical;20
Anvers;11002.0;2000.0;19 Troubles mentaux;Médical;34
Anvers;11002.0;2000.0;19 Troubles mentaux;Chirurgical;< 5
Anvers;11002.0;2000.0;20 Alcoolisme et usage de drogue;Médical;82
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;143
Anvers;11002.0;2000.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;104
Anvers;11002.0;2000.0;22 Brûlures;Médical;< 5
Anvers;11002.0;2000.0;22 Brûlures;Chirurgical;12
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Médical;11.801
Anvers;11002.0;2000.0;23 Facteurs influençant la santé;Chirurgical;1.037
Anvers;11002.0;2000.0;24 Infections HIV;Médical;16
Anvers;11002.0;2000.0;25 Traumatismes multiples;Médical;< 5
Anvers;11002.0;2000.0;SS DRG spéciaux;Autre;427
Boechout;11004.0;2530.0;00 Groupe résiduel;Chirurgical;< 5
Boechout;11004.0;2530.0;01 Système nerveux;Médical;19
Boechout;11004.0;2530.0;01 Système nerveux;Chirurgical;38
Boechout;11004.0;2530.0;02 Affections des yeux;Médical;< 5
Boechout;11004.0;2530.0;02 Affections des yeux;Chirurgical;159
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Médical;189
Boechout;11004.0;2530.0;03 Nez, gorge, oreilles;Chirurgical;148
Boechout;11004.0;2530.0;04 Système respiratoire;Médical;13
Boechout;11004.0;2530.0;05 Système circulatoire;Médical;39
Boechout;11004.0;2530.0;05 Système circulatoire;Chirurgical;23
Boechout;11004.0;2530.0;06 Système digestif;Médical;193
Boechout;11004.0;2530.0;06 Système digestif;Chirurgical;40
Boechout;11004.0;2530.0;07 Foie, bile et pancréas;Médical;5
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Médical;262
Boechout;11004.0;2530.0;08 Système musculaire et tissu conjonctif;Chirurgical;170
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Médical;36
Boechout;11004.0;2530.0;09 Peau, tissu sous-cutané, sein;Chirurgical;29
Boechout;11004.0;2530.0;10 Maladies endocriniennes, nutritives et du métabolisme;Médical;< 5
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Médical;30
Boechout;11004.0;2530.0;11 Reins et voies urinaires;Chirurgical;< 5
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Médical;36
Boechout;11004.0;2530.0;12 Organes génitaux masculins;Chirurgical;24
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Médical;12
Boechout;11004.0;2530.0;13 Organes génitaux féminins;Chirurgical;35
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Médical;< 5
Boechout;11004.0;2530.0;14 Grossesse et accouchement;Chirurgical;11
Boechout;11004.0;2530.0;16 Sang et organes hématopoïétiques;Médical;9
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Médical;400
Boechout;11004.0;2530.0;17 Maladies myéloprolifératives, néoplasmes peu différenciés;Chirurgical;< 5
Boechout;11004.0;2530.0;19 Troubles mentaux;Médical;< 5
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Médical;< 5
Boechout;11004.0;2530.0;21 Traumatismes, empoisonnements, effets toxiques des médicaments;Chirurgical;< 5
Boechout;11004.0;2530.0;22 Brûlures;Médical;< 5
Boechout;11004.0;2530.0;23 Facteurs influençant la santé;Médical;207
