gemeente;nis_code;postcode;mdc_apr-drg_28;diagnose;aantal_verblijven
Aartselaar;11001.0;2630.0;00 Restgroep;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Medisch;14
Aartselaar;11001.0;2630.0;01 Zenuwstelsel;Chirurgisch;46
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Medisch;< 5
Aartselaar;11001.0;2630.0;02 Oogaandoeningen;Chirurgisch;190
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Medisch;191
Aartselaar;11001.0;2630.0;03 Neus, keel en oren;Chirurgisch;172
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Medisch;22
Aartselaar;11001.0;2630.0;04 Ademhalingsstelsel;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Medisch;27
Aartselaar;11001.0;2630.0;05 Hart en vaatstelsel;Chirurgisch;44
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Medisch;407
Aartselaar;11001.0;2630.0;06 Spijsverteringsstelsel;Chirurgisch;26
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Medisch;5
Aartselaar;11001.0;2630.0;07 Lever, gal en pancreas;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Medisch;328
Aartselaar;11001.0;2630.0;08 Bewegingsstelsel en bindweefsel;Chirurgisch;249
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Medisch;35
Aartselaar;11001.0;2630.0;09 Huid, subcutis, borstklier;Chirurgisch;40
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Medisch;46
Aartselaar;11001.0;2630.0;11 Nieren en urinewegen;Chirurgisch;8
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Medisch;39
Aartselaar;11001.0;2630.0;12 Mannelijke geslachtsorganen;Chirurgisch;28
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Medisch;14
Aartselaar;11001.0;2630.0;13 Vrouwelijke geslachtsorganen;Chirurgisch;39
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Medisch;10
Aartselaar;11001.0;2630.0;14 Zwangerschap en bevalling;Chirurgisch;10
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Medisch;30
Aartselaar;11001.0;2630.0;16 Bloed en bloedvormende organen;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Medisch;534
Aartselaar;11001.0;2630.0;17 Myeloproliferatieve ziekten en weinig gediffentieerde neoplasmata;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Medisch;< 5
Aartselaar;11001.0;2630.0;18 Infectie en parasitaire ziekten;Chirurgisch;< 5
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Medisch;15
Aartselaar;11001.0;2630.0;21 Ongevallen, vergiftigingen, toxische effecten van geneesmiddelen;Chirurgisch;6
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Medisch;221
Aartselaar;11001.0;2630.0;23 Factoren die de gezondheid beïnvloeden;Chirurgisch;18
Antwerpen;11002.0;2000.0;00 Restgroep;Andere;< 5
Antwerpen;11002.0;2000.0;00 Restgroep;Chirurgisch;189
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Medisch;534
Antwerpen;11002.0;2000.0;01 Zenuwstelsel;Chirurgisch;1.007
